,Original,Porter,Lancaster,Snowball
764,cetera,cetera,ceter,cetera
765,etcetera,etcetera,etceter,etcetera
766,vera,vera,ver,vera
767,fra,fra,fra,fra
768,infra,infra,infr,infra
769,pellagra,pellagra,pellagr,pellagra
770,chaulmoogra,chaulmoogra,chaulmoogr,chaulmoogra
771,urethra,urethra,urethr,urethra
772,ira,ira,ir,ira
773,madeira,madeira,madeir,madeira
774,kira,kira,kir,kira
775,mira,mira,mir,mira
776,elmira,elmira,elmir,elmira
777,buckra,buckra,buckr,buckra
778,amra,amra,amr,amra
779,semra,semra,semr,semra
780,nra,nra,nra,nra
781,debora,debora,debor,debora
782,dora,dora,dor,dora
783,floradora,floradora,florador,floradora
784,fedora,fedora,fedor,fedora
785,pandora,pandora,pandor,pandora
786,glendora,glendora,glendor,glendora
787,flora,flora,flor,flora
788,senora,senora,senor,senora
789,signora,signora,signor,signora
790,sonora,sonora,sonor,sonora
791,aurora,aurora,auror,aurora
792,copra,copra,copr,copra
793,supra,supra,supr,supra
794,berra,berra,berr,berra
795,sierra,sierra,sierr,sierra
796,serra,serra,serr,serra
797,terra,terra,terr,terra
798,korra,korra,korr,korra
799,sumatra,sumatra,sumatr,sumatra
800,sinatra,sinatra,sinatr,sinatra
801,electra,electra,electr,electra
802,spectra,spectra,spectr,spectra
803,ultra,ultra,ultr,ultra
804,intra,intra,intr,intra
805,astra,astra,astr,astra
806,orchestra,orchestra,orchestr,orchestra
807,brahmaputra,brahmaputra,brahmaputr,brahmaputra
808,extra,extra,extr,extra
809,aura,aura,aur,aura
810,laura,laura,laur,laura
811,badura,badura,badur,badura
812,pleura,pleura,pleur,pleura
813,segura,segura,segur,segura
814,lura,lura,lur,lura
815,nakamura,nakamura,nakamur,nakamura
816,coloratura,coloratura,coloratur,coloratura
817,ventura,ventura,ventur,ventura
818,bravura,bravura,bravur,bravura
819,myra,myra,myr,myra
820,ezra,ezra,ezr,ezra
821,rasa,rasa,ras,rasa
822,vasa,vasa,vas,vasa
823,mesa,mesa,mes,mesa
824,theresa,theresa,theres,theresa
825,teresa,teresa,teres,teresa
826,lisa,lisa,lis,lisa
827,luisa,luisa,luis,luisa
828,louisa,louisa,louis,louisa
829,visa,visa,vis,visa
830,tulsa,tulsa,tuls,tulsa
831,mucosa,mucosa,mucos,mucosa
832,submucosa,submucosa,submucos,submucosa
833,formosa,formosa,formos,formosa
834,coosa,coosa,coos,coosa
835,tallahoosa,tallahoosa,tallahoos,tallahoosa
836,rosa,rosa,ros,rosa
837,gerosa,gerosa,geros,gerosa
838,versa,versa,vers,versa
839,casassa,casassa,casass,casassa
840,honotassa,honotassa,honotass,honotassa
841,odessa,odessa,odess,odessa
842,ganessa,ganessa,ganess,ganessa
843,varnessa,varnessa,varness,varnessa
844,abscissa,abscissa,absciss,abscissa
845,lissa,lissa,liss,lissa
846,melissa,melissa,meliss,melissa
847,missa,missa,miss,missa
848,orissa,orissa,oriss,orissa
849,dussa,dussa,duss,dussa
850,usa,usa,us,usa
851,cusa,cusa,cus,cusa
852,sousa,sousa,sous,sousa
853,azusa,azusa,azus,azusa
854,ta,ta,ta,ta
855,toccata,toccata,toccat,toccata
856,data,data,dat,data
857,mandhata,mandhata,mandhat,mandhata
858,galata,galata,galat,galata
859,yamata,yamata,yamat,yamata
860,schemata,schemata,schemata,schemata
861,stigmata,stigmata,stigmat,stigmata
862,armata,armata,armat,armata
863,sonata,sonata,sonat,sonata
864,rata,rata,rat,rata
865,arata,arata,arat,arata
866,grata,grata,grat,grata
867,strata,strata,strata,strata
868,cta,cta,cta,cta
869,pacta,pacta,pact,pacta
870,ncta,ncta,ncta,ncta
871,eta,eta,et,eta
872,beta,beta,bet,beta
873,taffeta,taffeta,taffet,taffeta
874,pieta,pieta,piet,pieta
875,archuleta,archuleta,archulet,archuleta
876,hafta,hafta,haft,hafta
877,oughta,oughta,ought,oughta
878,naphta,naphta,napht,naphta
879,wichita,wichita,wichit,wichita
880,conchita,conchita,conchit,conchita
881,akita,akita,akit,akita
882,nikita,nikita,nikit,nikita
883,anita,anita,anit,anita
884,juanita,juanita,juanit,juanita
885,manzanita,manzanita,manzanit,manzanita
886,benita,benita,benit,benita
887,lunita,lunita,lunit,lunita
888,capita,capita,capit,capita
889,marquita,marquita,marquit,marquita
890,vita,vita,vit,vita
891,malta,malta,malt,malta
892,peralta,peralta,peralt,peralta
893,yalta,yalta,yalt,yalta
894,delta,delta,delt,delta
895,volta,volta,volt,volta
896,anta,anta,ant,anta
897,atlanta,atlanta,atlant,atlanta
898,santa,santa,sant,santa
899,wanta,wanta,want,wanta
900,magenta,magenta,magent,magenta
901,fonta,fonta,font,fonta
902,junta,junta,junt,junta
903,iota,iota,iot,iota
904,dakota,dakota,dakot,dakota
905,sarasota,sarasota,sarasot,sarasota
906,minnesota,minnesota,minnesot,minnesota
907,quota,quota,quot,quota
908,pta,pta,pta,pta
909,septa,septa,sept,septa
910,jakarta,jakarta,jakart,jakarta
911,djakarta,djakarta,djakart,djakarta
912,sparta,sparta,spart,sparta
913,roberta,roberta,robert,roberta
914,aorta,aorta,aort,aorta
915,porta,porta,port,porta
916,fiesta,fiesta,fiest,fiesta
917,siesta,siesta,siest,siesta
918,mesta,mesta,mest,mesta
919,avesta,avesta,avest,avesta
920,batista,batista,batist,batista
921,vista,vista,vist,vista
922,augusta,augusta,august,augusta
923,musta,musta,must,musta
924,atta,atta,att,atta
925,concetta,concetta,concett,concetta
926,giulietta,giulietta,giuliett,giulietta
927,marietta,marietta,mariett,marietta
928,henrietta,henrietta,henriett,henrietta
929,coletta,coletta,colett,coletta
930,isoletta,isoletta,isolett,isoletta
931,alpharetta,alpharetta,alpharett,alpharetta
932,operetta,operetta,operett,operetta
933,birgitta,birgitta,birgitt,birgitta
934,litta,litta,litt,litta
935,cotta,cotta,cott,cotta
936,gotta,gotta,gott,gotta
937,calcutta,calcutta,calcutt,calcutta
938,outta,outta,outt,outta
939,pruta,pruta,prut,pruta
940,managua,managua,managu,managua
941,nicaragua,nicaragua,nicaragu,nicaragua
942,tagua,tagua,tagu,tagua
943,canandaigua,canandaigua,canandaigu,canandaigua
944,mahua,mahua,mahu,mahua
945,joshua,joshua,joshu,joshua
946,qua,qua,qua,qua
947,aqua,aqua,aqu,aqua
948,pascataqua,pascataqua,pascataqu,pascataqua
949,chautauqua,chautauqua,chautauqu,chautauqua
950,va,va,va,va
951,ungava,ungava,ungav,ungava
952,java,java,jav,java
953,kava,kava,kav,kava
954,lava,lava,lav,lava
955,baklava,baklava,baklav,baklava
956,vernava,vernava,vernav,vernava
957,poltava,poltava,poltav,poltava
958,eva,eva,ev,eva
959,kekisheva,kekisheva,kekishev,kekisheva
960,cleva,cleva,clev,cleva
961,komleva,komleva,komlev,komleva
962,neva,neva,nev,neva
963,geneva,geneva,genev,geneva
964,korneyeva,korneyeva,korneyev,korneyeva
965,moiseyeva,moiseyeva,moiseyev,moiseyeva
966,alexeyeva,alexeyeva,alexeyev,alexeyeva
967,diva,diva,div,diva
968,saliva,saliva,saliv,saliva
969,siva,siva,siv,siva
970,viva,viva,viv,viva
971,alva,alva,alv,alva
972,helva,helva,helv,helva
973,ova,ova,ov,ova
974,kolpakova,kolpakova,kolpakov,kolpakova
975,noskova,noskova,noskov,noskova
976,pulova,pulova,pulov,pulova
977,nova,nova,nov,nova
978,stepanova,stepanova,stepanov,stepanova
979,casanova,casanova,casanov,casanova
980,nazarova,nazarova,nazarov,nazarova
981,sizova,sizova,sizov,sizova
982,minerva,minerva,minerv,minerva
983,tva,tva,tva,tva
984,bodhisattva,bodhisattva,bodhisattv,bodhisattva
985,helluva,helluva,helluv,helluva
986,morikawa,morikawa,morikaw,morikawa
987,okinawa,okinawa,okinaw,okinawa
988,poltawa,poltawa,poltaw,poltawa
989,ottawa,ottawa,ottaw,ottawa
990,hwa,hwa,hwa,hwa
991,biwa,biwa,biw,biwa
992,iowa,iowa,iow,iowa
993,kiowa,kiowa,kiow,kiowa
994,lipowa,lipowa,lipow,lipowa
995,pwa,pwa,pwa,pwa
996,hoxa,hoxa,hox,hoxa
997,ya,ya,ya,ya
998,aya,aya,ay,aya
999,sovietskaya,sovietskaya,sovietskay,sovietskaya
1000,zubkovskaya,zubkovskaya,zubkovskay,zubkovskaya
1001,playa,playa,play,playa
1002,novaya,novaya,novay,novaya
1003,whaddya,whaddya,whaddy,whaddya
1004,freya,freya,frey,freya
1005,shakya,shakya,shaky,shakya
1006,cukya,cukya,cuky,cukya
1007,willya,willya,willy,willya
1008,zemlya,zemlya,zemly,zemlya
1009,katya,katya,katy,katya
1010,plaza,plaza,plaz,plaza
1011,kotowaza,kotowaza,kotowaz,kotowaza
1012,lanza,lanza,lanz,lanza
1013,romanza,romanza,romanz,romanza
1014,bonanza,bonanza,bonanz,bonanza
1015,panza,panza,panz,panza
1016,esperanza,esperanza,esperanz,esperanza
1017,stanza,stanza,stanz,stanza
1018,vicenza,vicenza,vicenz,vicenza
1019,cadenza,cadenza,cadenz,cadenza
1020,gigenza,gigenza,gigenz,gigenza
1021,influenza,influenza,influenz,influenza
1022,mendoza,mendoza,mendoz,mendoza
1023,garza,garza,garz,garza
1024,piazza,piazza,piazz,piazza
1025,pezza,pezza,pezz,pezza
1026,pizza,pizza,pizz,pizza
1027,carrozza,carrozza,carrozz,carrozza
1028,b,b,b,b
1029,ab,ab,ab,ab
1030,aab,aab,aab,aab
1031,cab,cab,cab,cab
1032,taxicab,taxicab,taxicab,taxicab
1033,prefab,prefab,prefab,prefab
1034,gab,gab,gab,gab
1035,jab,jab,jab,jab
1036,lab,lab,lab,lab
1037,slab,slab,slab,slab
1038,nab,nab,nab,nab
1039,arab,arab,arab,arab
1040,drab,drab,drab,drab
1041,grab,grab,grab,grab
1042,tab,tab,tab,tab
1043,stab,stab,stab,stab
1044,schwab,schwab,schwab,schwab
1045,kaufnabb,kaufnabb,kaufnab,kaufnabb
1046,rabb,rabb,rab,rabb
1047,trabb,trabb,trab,trabb
1048,tabb,tabb,tab,tabb
1049,bbb,bbb,bbb,bbb
1050,ebb,ebb,eb,ebb
1051,webb,webb,web,webb
1052,bibb,bibb,bib,bibb
1053,squibb,squibb,squib,squibb
1054,cobb,cobb,cob,cobb
1055,grubb,grubb,grub,grubb
1056,cb,cb,cb,cb
1057,ccb,ccb,ccb,ccb
1058,beb,beb,beb,beb
1059,feb,feb,feb,feb
1060,jeb,jeb,jeb,jeb
1061,caleb,caleb,caleb,caleb
1062,loeb,loeb,loeb,loeb
1063,reb,reb,reb,reb
1064,nareb,nareb,nareb,nareb
1065,web,web,web,web
1066,ghoreyeb,ghoreyeb,ghoreyeb,ghoreyeb
1067,nahb,nahb,nahb,nahb
1068,bib,bib,bib,bib
1069,habib,habib,habib,habib
1070,lib,lib,lib,lib
1071,glib,glib,glib,glib
1072,hartlib,hartlib,hartlib,hartlib
1073,wlib,wlib,wlib,wlib
1074,rib,rib,rib,rib
1075,crib,crib,crib,crib
1076,drib,drib,drib,drib
1077,ajb,ajb,ajb,ajb
1078,lb,lb,lb,lb
1079,dekalb,dekalb,dekalb,dekalb
1080,kolb,kolb,kolb,kolb
1081,bulb,bulb,bulb,bulb
1082,lamb,lamb,lamb,lamb
1083,limb,limb,limb,limb
1084,climb,climb,climb,climb
1085,bomb,bomb,bomb,bomb
1086,comb,comb,comb,comb
1087,whitcomb,whitcomb,whitcomb,whitcomb
1088,aplomb,aplomb,aplomb,aplomb
1089,coulomb,coulomb,coulomb,coulomb
1090,tomb,tomb,tomb,tomb
1091,hecatomb,hecatomb,hecatomb,hecatomb
1092,womb,womb,womb,womb
1093,succumb,succumb,succumb,succumb
1094,dumb,dumb,dumb,dumb
1095,thumb,thumb,thumb,thumb
1096,plumb,plumb,plumb,plumb
1097,numb,numb,numb,numb
1098,crumb,crumb,crumb,crumb
1099,bob,bob,bob,bob
1100,kebob,kebob,kebob,kebob
1101,jacob,jacob,jacob,jacob
1102,gob,gob,gob,gob
1103,hob,hob,hob,hob
1104,job,job,job,job
1105,kob,kob,kob,kob
1106,ponkob,ponkob,ponkob,ponkob
1107,lob,lob,lob,lob
1108,blob,blob,blob,blob
1109,glob,glob,glob,glob
1110,slob,slob,slob,slob
1111,mob,mob,mob,mob
1112,nob,nob,nob,nob
1113,knob,knob,knob,knob
1114,doorknob,doorknob,doorknob,doorknob
1115,snob,snob,snob,snob
1116,rob,rob,rob,rob
1117,carob,carob,carob,carob
1118,garb,garb,garb,garb
1119,herb,herb,herb,herb
1120,superb,superb,superb,superb
1121,verb,verb,verb,verb
1122,adverb,adverb,adverb,adverb
1123,proverb,proverb,proverb,proverb
1124,nlrb,nlrb,nlrb,nlrb
1125,orb,orb,orb,orb
1126,absorb,absorb,absorb,absorb
1127,suburb,suburb,suburb,suburb
1128,curb,curb,curb,curb
1129,disturb,disturb,disturb,disturb
1130,tb,tb,tb,tb
1131,hubbub,hubbub,hubbub,hubbub
1132,reub,reub,reub,reub
1133,hub,hub,hub,hub
1134,club,club,club,club
1135,nightclub,nightclub,nightclub,nightclub
1136,pub,pub,pub,pub
1137,rub,rub,rub,rub
1138,scrub,scrub,scrub,scrub
1139,grub,grub,grub,grub
1140,shrub,shrub,shrub,shrub
1141,sub,sub,sub,sub
1142,tub,tub,tub,tub
1143,bathtub,bathtub,bathtub,bathtub
1144,stub,stub,stub,stub
1145,ayub,ayub,ayub,ayub
1146,yb,yb,yb,yb
1147,c,c,c,c
1148,isaac,isaac,isaac,isaac
1149,tabac,tabac,tabac,tabac
1150,dynafac,dynafac,dynafac,dynafac
1151,cardiac,cardiac,cardiac,cardiac
1152,elegiac,elegiac,elegiac,elegiac
1153,celiac,celiac,celiac,celiac
1154,iliac,iliac,iliac,iliac
1155,maniac,maniac,maniac,maniac
1156,nymphomaniac,nymphomaniac,nymphomaniac,nymphomaniac
1157,demoniac,demoniac,demoniac,demoniac
1158,ammoniac,ammoniac,ammoniac,ammoniac
1159,paranoiac,paranoiac,paranoiac,paranoiac
1160,pontiac,pontiac,pontiac,pontiac
1161,haijac,haijac,haijac,haijac
1162,lilac,lilac,lilac,lilac
1163,cadillac,cadillac,cadillac,cadillac
1164,mac,mac,mac,mac
1165,merrimac,merrimac,merrimac,merrimac
1166,potomac,potomac,potomac,potomac
1167,sumac,sumac,sumac,sumac
1168,almanac,almanac,almanac,almanac
1169,cognac,cognac,cognac,cognac
1170,mackinac,mackinac,mackinac,mackinac
1171,michilimackinac,michilimackinac,michilimackinac,michilimackinac
1172,brac,brac,brac,brac
1173,sac,sac,sac,sac
1174,senesac,senesac,senesac,senesac
1175,irsac,irsac,irsac,irsac
1176,tac,tac,tac,tac
1177,bivouac,bivouac,bivouac,bivouac
1178,wac,wac,wac,wac
1179,balzac,balzac,balzac,balzac
1180,bc,bc,bc,bc
1181,abc,abc,abc,abc
1182,bbc,bbc,bbc,bbc
1183,nbc,nbc,nbc,nbc
1184,cc,cc,cc,cc
1185,ccc,ccc,ccc,ccc
1186,icc,icc,icc,icc
1187,dc,dc,dc,dc
1188,adc,adc,adc,adc
1189,cdc,cdc,cdc,cdc
1190,aec,aec,aec,aec
1191,haec,haec,haec,haec
1192,quebec,quebec,quebec,quebec
1193,dec,dec,dec,dec
1194,jedec,jedec,jedec,jedec
1195,kamieniec,kamieniec,kamieniec,kamieniec
1196,alec,alec,alec,alec
1197,elec,elec,elec,elec
1198,nec,nec,nec,nec
1199,spec,spec,spec,spec
1200,lautrec,lautrec,lautrec,lautrec
1201,sec,sec,sec,sec
1202,mcsec,mcsec,mcsec,mcsec
1203,msec,msec,msec,msec
1204,cosec,cosec,cosec,cosec
1205,avec,avec,avec,avec
1206,exec,exec,exec,exec
1207,belzec,belzec,belzec,belzec
1208,pfc,pfc,pfc,pfc
1209,thc,thc,thc,thc
1210,archaic,archaic,archa,archaic
1211,formulaic,formula,formula,formula
1212,ptolemaic,ptolema,ptolema,ptolema
1213,algebraic,algebra,algebra,algebra
1214,hebraic,hebraic,hebra,hebraic
1215,mosaic,mosaic,mosa,mosaic
1216,prosaic,prosaic,prosa,prosaic
1217,voltaic,voltaic,volta,voltaic
1218,arabic,arab,arab,arab
1219,limbic,limbic,limb,limbic
1220,orthorhombic,orthorhomb,orthorhomb,orthorhomb
1221,phobic,phobic,phob,phobic
1222,oleophobic,oleophob,oleophob,oleophob
1223,hydrophobic,hydrophob,hydrophob,hydrophob
1224,aerobic,aerob,aerob,aerob
1225,anaerobic,anaerob,anaerob,anaerob
1226,cubic,cubic,cub,cubic
1227,subic,subic,sub,subic
1228,radic,radic,rad,radic
1229,sporadic,sporad,sporad,sporad
1230,orthopedic,orthoped,orthop,orthoped
1231,encyclopedic,encycloped,encyclop,encycloped
1232,icelandic,iceland,iceland,iceland
1233,syndic,syndic,synd,syndic
1234,periodic,period,period,period
1235,melodic,melod,melod,melod
1236,prosodic,prosod,prosod,prosod
1237,asdic,asdic,asd,asdic
1238,nucleic,nucleic,nuc,nucleic
1239,ribonucleic,ribonucl,ribonuc,ribonucl
1240,traffic,traffic,traff,traffic
1241,pacific,pacif,pac,pacif
1242,specific,specif,spec,specif
1243,nonspecific,nonspecif,nonspec,nonspecif
1244,fibrocalcific,fibrocalcif,fibrocalc,fibrocalcif
1245,prolific,prolif,prol,prolif
1246,terrific,terrif,ter,terrif
1247,beatific,beatif,beat,beatif
1248,scientific,scientif,sci,scientif
1249,unscientific,unscientif,unscy,unscientif
1250,magic,magic,mag,magic
1251,tragic,tragic,trag,tragic
1252,strategic,strateg,strategic,strateg
1253,nostalgic,nostalg,nostalg,nostalg
1254,logic,logic,log,logic
1255,morphologic,morpholog,morpholog,morpholog
1256,pathologic,patholog,patholog,patholog
1257,biologic,biolog,biolog,biolog
1258,physiologic,physiolog,physiolog,physiolog
1259,phonologic,phonolog,phonolog,phonolog
1260,allergic,allerg,allerg,allerg
1261,chic,chic,chic,chic
1262,anarchic,anarch,anarch,anarch
1263,psychic,psychic,psych,psychic
1264,graphic,graphic,graph,graphic
1265,telegraphic,telegraph,telegraph,telegraph
1266,geographic,geograph,geograph,geograph
1267,choreographic,choreograph,choreograph,choreograph
1268,orthographic,orthograph,orthograph,orthograph
1269,autobiographic,autobiograph,autobiograph,autobiograph
1270,encephalographic,encephalograph,encephalograph,encephalograph
1271,crystallographic,crystallograph,crystallograph,crystallograph
1272,demographic,demograph,demograph,demograph
1273,oceanographic,oceanograph,oceanograph,oceanograph
1274,pornographic,pornograph,pornograph,pornograph
1275,topographic,topograph,topograph,topograph
1276,typographic,typograph,typograph,typograph
1277,chromatographic,chromatograph,chromatographic,chromatograph
1278,photographic,photograph,photograph,photograph
1279,cryptographic,cryptograph,cryptograph,cryptograph
1280,delphic,delphic,delph,delphic
1281,atrophic,atroph,atroph,atroph
1282,thyrotrophic,thyrotroph,thyrotroph,thyrotroph
1283,catastrophic,catastroph,catastroph,catastroph
1284,philosophic,philosoph,philosoph,philosoph
1285,orphic,orphic,orph,orphic
1286,metamorphic,metamorph,metamorph,metamorph
1287,anthropomorphic,anthropomorph,anthropomorph,anthropomorph
1288,psychopathic,psychopath,psychopath,psychopath
1289,ethic,ethic,eth,ethic
1290,monolithic,monolith,monolith,monolith
1291,gothic,gothic,goth,gothic
1292,anorthic,anorth,anorth,anorth
1293,mythic,mythic,myth,mythic
1294,vocalic,vocal,voc,vocal
1295,public,public,publ,public
1296,republic,republ,republ,republ
1297,semipublic,semipubl,semipubl,semipubl
1298,gaelic,gaelic,gael,gaelic
1299,angelic,angel,angel,angel
1300,relic,relic,rel,relic
1301,oleophilic,oleophil,oleophil,oleophil
1302,eosinophilic,eosinophil,eosinophil,eosinophil
1303,hydrophilic,hydrophil,hydrophil,hydrophil
1304,basophilic,basophil,basophil,basophil
1305,metallic,metal,metal,metal
1306,nonmetallic,nonmetal,nonmetal,nonmetal
1307,idyllic,idyl,idyl,idyl
1308,metabolic,metabol,metabol,metabol
1309,symbolic,symbol,symbol,symbol
1310,hyperbolic,hyperbol,hyperbol,hyperbol
1311,buccolic,buccol,buccol,buccol
1312,bucolic,bucol,bucol,bucol
1313,alcoholic,alcohol,alcohol,alcohol
1314,catholic,cathol,cathol,cathol
1315,vitriolic,vitriol,vitriol,vitriol
1316,frolic,frolic,frol,frolic
1317,apostolic,apostol,apostol,apostol
1318,garlic,garlic,garl,garlic
1319,hydraulic,hydraul,hydra,hydraul
1320,acrylic,acryl,acryl,acryl
1321,hypothalamic,hypothalam,hypothalam,hypothalam
1322,islamic,islam,islam,islam
1323,dynamic,dynam,dynam,dynam
1324,thermodynamic,thermodynam,thermodynam,thermodynam
1325,aerodynamic,aerodynam,aerodynam,aerodynam
1326,ceramic,ceram,ceram,ceram
1327,panoramic,panoram,panoram,panoram
1328,glutamic,glutam,glutam,glutam
1329,academic,academ,academ,academ
1330,epidemic,epidem,epidem,epidem
1331,pandemic,pandem,pandem,pandem
1332,morphemic,morphem,morphem,morphem
1333,polemic,polem,polem,polem
1334,anemic,anem,anem,anem
1335,phonemic,phonem,phonem,phonem
1336,morphophonemic,morphophonem,morphophonem,morphophonem
1337,hyperemic,hyperem,hyperem,hyperem
1338,totemic,totem,totem,totem
1339,systemic,system,system,system
1340,diaphragmic,diaphragm,diaphragm,diaphragm
1341,ohmic,ohmic,ohm,ohmic
1342,rhythmic,rhythmic,rhythm,rhythmic
1343,pantomimic,pantomim,pantomim,pantomim
1344,ophthalmic,ophthalm,ophthalm,ophthalm
1345,comic,comic,com,comic
1346,tragicomic,tragicom,tragicom,tragicom
1347,anomic,anom,anom,anom
1348,economic,econom,econom,econom
1349,uneconomic,uneconom,uneconom,uneconom
1350,socioeconomic,socioeconom,socioeconom,socioeconom
1351,autonomic,autonom,autonom,autonom
1352,chromic,chromic,chromic,chromic
1353,atomic,atom,atom,atom
1354,subatomic,subatom,subatom,subatom
1355,diatomic,diatom,diatom,diatom
1356,anatomic,anatom,anatom,anatom
1357,hypodermic,hypoderm,hypoderm,hypoderm
1358,endothermic,endotherm,endotherm,endotherm
1359,exothermic,exotherm,exotherm,exotherm
1360,protoplasmic,protoplasm,protoplasm,protoplasm
1361,seismic,seismic,seism,seismic
1362,organismic,organism,org,organism
1363,cosmic,cosmic,cosm,cosmic
1364,cataclysmic,cataclysm,cataclysm,cataclysm
1365,volcanic,volcan,volc,volcan
1366,transoceanic,transocean,transoc,transocean
1367,organic,organ,org,organ
1368,inorganic,inorgan,inorg,inorgan
1369,mechanic,mechan,mech,mechan
1370,manic,manic,man,manic
1371,germanic,german,germ,german
1372,talismanic,talisman,tal,talisman
1373,panic,panic,pan,panic
1374,titanic,titan,tit,titan
1375,galvanic,galvan,galv,galvan
1376,picnic,picnic,picn,picnic
1377,scenic,scenic,scen,scenic
1378,pathogenic,pathogen,pathog,pathogen
