Porter,Original,Lancaster,Snowball
nott,['notte'],['not'],['nott']
nth,['nth'],['nth'],['nth']
nuanc,['nuance'],['nuant'],['nuanc']
nucleu,['nucleus'],['nucle'],['nucleus']
nude,['nudes'],['nud'],['nude']
nugget,['nugget'],['nugget'],['nugget']
nulliti,['nullity'],['nul'],['nulliti']
numer,"['numerals', 'numerically']","['num', 'num']","['numer', 'numer']"
numin,['numinous'],['numin'],['numin']
nutcrack,['nutcracker'],['nutcrack'],['nutcrack']
nuttal,['nuttall'],['nuttal'],['nuttal']
nymph,['nymph'],['nymph'],['nymph']
oaf,['oafs'],['oaf'],['oaf']
oatss,['oatss'],['oatss'],['oatss']
object,['objecting'],['object'],['object']
obliqu,['obliquely'],['obl'],['obliqu']
obliter,['obliterating'],['oblit'],['obliter']
oblivion,['oblivion'],['obl'],['oblivion']
obscur,['obscure'],['obsc'],['obscur']
obsess,['obsessions'],['obsess'],['obsess']
obtain,['obtainable'],['obtain'],['obtain']
obvers,['obverse'],['obvers'],['obvers']
occasion,"['occasional', 'occasionally']","['occas', 'occas']","['occasion', 'occasion']"
occur,['occurs'],['occ'],['occur']
ocean,['ocean'],['oc'],['ocean']
oceana,['oceana'],['ocean'],['oceana']
odessa,['odessa'],['odess'],['odessa']
odiou,['odious'],['ody'],['odious']
odor,['odor'],['od'],['odor']
off,['off'],['off'],['off']
offens,['offensive'],['offend'],['offens']
offer,"['offering', 'offerings', 'offers']","['off', 'off', 'off']","['offer', 'offer', 'offer']"
offersey,['offersey'],['offersey'],['offersey']
offi,['offy'],['offy'],['offi']
offici,['officiate'],['officy'],['offici']
officialdom,['officialdom'],['officialdom'],['officialdom']
offutt,['offutt'],['offut'],['offutt']
oft,['oft'],['oft'],['oft']
ogl,['ogled'],['ogl'],['ogl']
ogress,['ogress'],['ogress'],['ogress']
ohmic,['ohmic'],['ohm'],['ohmic']
oil,['oils'],['oil'],['oil']
olatunji,['olatunji'],['olatunj'],['olatunji']
olden,['olden'],['old'],['olden']
older,['older'],['old'],['older']
oldest,['oldest'],['oldest'],['oldest']
oleg,['oleg'],['oleg'],['oleg']
oleophil,['oleophilic'],['oleophil'],['oleophil']
olivet,['olivet'],['olivet'],['olivet']
omit,['omitted'],['omit'],['omit']
oneil,['oneill'],['oneil'],['oneil']
ontolog,['ontologically'],['ontolog'],['ontolog']
open,['opens'],['op'],['open']
oper,['operational'],['op'],['oper']
opera,['opera'],['oper'],['opera']
operand,['operands'],['operand'],['operand']
oppos,['opposed'],['oppos'],['oppos']
opt,['opting'],['opt'],['opt']
oral,['oral'],['or'],['oral']
orat,['orate'],['or'],['orat']
orchestra,['orchestras'],['orchestra'],['orchestra']
ordain,['ordained'],['ordain'],['ordain']
order,['ordered'],['ord'],['order']
ordin,['ordinance'],['ordin'],['ordin']
organ,"['organism', 'organizes']","['org', 'org']","['organ', 'organ']"
orgiast,['orgiastic'],['orgiast'],['orgiast']
orient,"['orienting', 'orientation']","['ory', 'ory']","['orient', 'orient']"
origin,['originality'],['origin'],['origin']
orlean,['orleans'],['orl'],['orlean']
osbert,['osbert'],['osbert'],['osbert']
oscil,['oscillating'],['oscil'],['oscil']
osi,['osis'],['os'],['osi']
osseou,['osseous'],['oss'],['osseous']
ostrac,['ostracism'],['ostrac'],['ostrac']
otherwis,['otherwise'],['otherw'],['otherwis']
otherworldli,['otherworldly'],['otherworld'],['otherworld']
otter,['otter'],['ot'],['otter']
outboard,['outboard'],['outboard'],['outboard']
outdat,['outdated'],['outd'],['outdat']
outlet,['outlets'],['outlet'],['outlet']
outli,['outlying'],['out'],['out']
outlook,['outlook'],['outlook'],['outlook']
outpour,['outpouring'],['outpo'],['outpour']
outrag,['outraged'],['out'],['outrag']
outset,['outset'],['outset'],['outset']
outsmart,['outsmarted'],['outsmart'],['outsmart']
outworn,['outworn'],['outworn'],['outworn']
oval,['oval'],['ov'],['oval']
overcom,['overcome'],['overcom'],['overcom']
overdu,['overdue'],['overdu'],['overdu']
overfal,['overfall'],['overfal'],['overfal']
overhang,['overhang'],['overhang'],['overhang']
overlay,['overlay'],['overlay'],['overlay']
overli,['overly'],['ov'],['over']
overpopul,['overpopulation'],['overpop'],['overpopul']
overpow,['overpowering'],['overpow'],['overpow']
overran,['overran'],['over'],['overran']
overreach,"['overreach', 'overreaches']","['overreach', 'overreach']","['overreach', 'overreach']"
overs,['oversize'],['overs'],['overs']
overtur,['overture'],['overt'],['overtur']
overturn,['overturned'],['overturn'],['overturn']
overwhelmingli,['overwhelmingly'],['overwhelm'],['overwhelm']
owe,['owe'],['ow'],['owe']
owl,['owl'],['owl'],['owl']
ox,['ox'],['ox'],['ox']
oxid,['oxides'],['oxid'],['oxid']
pacif,['pacific'],['pac'],['pacif']
paganini,['paganini'],['paganin'],['paganini']
paid,"['paid', 'paide']","['paid', 'paid']","['paid', 'paid']"
pail,"['pail', 'pails']","['pail', 'pail']","['pail', 'pail']"
pakistan,['pakistan'],['pak'],['pakistan']
palac,['palace'],['palac'],['palac']
palazzo,['palazzos'],['palazzo'],['palazzo']
palest,['palest'],['palest'],['palest']
pall,['pall'],['pal'],['pall']
pallor,['pallor'],['pal'],['pallor']
palsi,['palsy'],['palsy'],['palsi']
pam,['pams'],['pam'],['pam']
pamela,['pamela'],['pamel'],['pamela']
panama,['panama'],['panam'],['panama']
pandem,['pandemic'],['pandem'],['pandem']
pane,"['pane', 'panes']","['pan', 'pan']","['pane', 'pane']"
panther,['panthers'],['panth'],['panther']
papp,['papp'],['pap'],['papp']
parad,['parade'],['parad'],['parad']
parakeet,['parakeets'],['parakeet'],['parakeet']
paramet,['parameters'],['paramet'],['paramet']
paranoid,['paranoid'],['paranoid'],['paranoid']
parasit,['parasitic'],['parasit'],['parasit']
paraxi,['paraxial'],['parax'],['paraxi']
pardon,"['pardonable', 'pardon']","['pardon', 'pardon']","['pardon', 'pardon']"
pare,['pare'],['par'],['pare']
parri,['parried'],['parry'],['parri']
parsimoni,['parsimonious'],['parsimony'],['parsimoni']
parson,['parsons'],['parson'],['parson']
parthenon,['parthenon'],['parthenon'],['parthenon']
particul,['particulate'],['partic'],['particul']
partook,['partook'],['partook'],['partook']
pasha,['pasha'],['pash'],['pasha']
past,['pasting'],['past'],['past']
patch,['patches'],['patch'],['patch']
patent,['patents'],['pat'],['patent']
paterson,['paterson'],['paterson'],['paterson']
patil,['patil'],['patil'],['patil']
patriarch,['patriarchal'],['patriarch'],['patriarch']
patriot,['patriots'],['patriot'],['patriot']
patrol,['patrols'],['patrol'],['patrol']
patronn,['patronnes'],['patron'],['patronn']
pattern,['patterns'],['pattern'],['pattern']
paula,['paulas'],['paula'],['paula']
paulu,['paulus'],['paul'],['paulus']
paunch,['paunch'],['paunch'],['paunch']
paw,['paws'],['paw'],['paw']
peak,['peaked'],['peak'],['peak']
pearli,['pearly'],['pear'],['pear']
pebbl,['pebble'],['pebbl'],['pebbl']
peck,"['pecked', 'peck']","['peck', 'peck']","['peck', 'peck']"
pedal,['pedals'],['ped'],['pedal']
pee,['pee'],['pee'],['pee']
peg,"['pegging', 'pegs']","['peg', 'peg']","['peg', 'peg']"
peke,['peking'],['pek'],['peke']
pen,['penned'],['pen'],['pen']
penalti,['penalty'],['penal'],['penalti']
pentecost,['pentecostal'],['pentecost'],['pentecost']
penuri,['penurious'],['penury'],['penuri']
pepper,['peppered'],['pep'],['pepper']
peptid,['peptide'],['peptid'],['peptid']
peptidas,['peptidases'],['peptidas'],['peptidas']
perfunctorili,['perfunctorily'],['perfunct'],['perfunctorili']
perilla,['perilla'],['perill'],['perilla']
perish,['perishes'],['per'],['perish']
perk,['perk'],['perk'],['perk']
permiss,['permission'],['permit'],['permiss']
perpendicular,['perpendicular'],['perpendicul'],['perpendicular']
persona,['persona'],['person'],['persona']
personag,['personages'],['person'],['personag']
persuad,['persuading'],['persuad'],['persuad']
pert,['pert'],['pert'],['pert']
peru,['peru'],['peru'],['peru']
pessim,['pessimism'],['pessim'],['pessim']
pestil,['pestilent'],['pestil'],['pestil']
petermann,['petermann'],['peterman'],['petermann']
petersburg,['petersburg'],['petersburg'],['petersburg']
petit,['petitions'],['petit'],['petit']
petruchka,['petruchka'],['petruchk'],['petruchka']
peyser,['peyser'],['peys'],['peyser']
phagocyt,['phagocytes'],['phagocyt'],['phagocyt']
pharmaci,['pharmacy'],['pharm'],['pharmaci']
pharmacopoeia,['pharmacopoeia'],['pharmacopoe'],['pharmacopoeia']
pheasant,['pheasant'],['pheas'],['pheasant']
philco,['philco'],['philco'],['philco']
phobic,['phobic'],['phob'],['phobic']
phonem,['phonemics'],['phonem'],['phonem']
phoni,['phonies'],['phony'],['phoni']
photocathod,['photocathodes'],['photocathod'],['photocathod']
photograph,"['photographing', 'photographer', 'photographs']","['photograph', 'photograph', 'photograph']","['photograph', 'photograph', 'photograph']"
phrase,['phrases'],['phrases'],['phrase']
phthalat,['phthalate'],['phthalate'],['phthalat']
phyla,['phyla'],['phyl'],['phyla']
pianist,['pianists'],['pian'],['pianist']
pickford,['pickford'],['pickford'],['pickford']
piddl,['piddling'],['piddl'],['piddl']
pieti,['piety'],['piety'],['pieti']
pietro,['pietros'],['pietro'],['pietro']
pigeon,['pigeon'],['pigeon'],['pigeon']
pigment,['pigments'],['pig'],['pigment']
pilat,['pilate'],['pil'],['pilat']
pilgrimag,['pilgrimage'],['pilgrim'],['pilgrimag']
pin,"['pinning', 'pin']","['pin', 'pin']","['pin', 'pin']"
pioneer,['pioneered'],['pion'],['pioneer']
pipe,['pipe'],['pip'],['pipe']
pipelin,['pipeline'],['pipelin'],['pipelin']
pistachio,['pistachio'],['pistachio'],['pistachio']
pit,['pit'],['pit'],['pit']
pitch,['pitches'],['pitch'],['pitch']
piti,['pity'],['pity'],['piti']
pitiabl,['pitiable'],['pity'],['pitiabl']
pitney,['pitney'],['pitney'],['pitney']
pitteng,['pittenger'],['pitteng'],['pitteng']
pixi,['pixies'],['pixy'],['pixi']
plaincloth,['plainclothes'],['plaincloth'],['plaincloth']
plan,['plan'],['plan'],['plan']
plane,['planed'],['plan'],['plane']
planoconcav,['planoconcave'],['planoconcav'],['planoconcav']
plantat,['plantations'],['plant'],['plantat']
plaqu,['plaque'],['plaqu'],['plaqu']
plasm,['plasm'],['plasm'],['plasm']
plate,['plates'],['plat'],['plate']
playa,['playa'],['play'],['playa']
playin,['playin'],['playin'],['playin']
playmat,['playmate'],['playm'],['playmat']
pleasin,['pleasin'],['pleasin'],['pleasin']
plenti,['plenty'],['plenty'],['plenti']
plight,['plight'],['plight'],['plight']
plod,['plodded'],['plod'],['plod']
plow,['plowing'],['plow'],['plow']
plug,"['plugged', 'plugs']","['plug', 'plug']","['plug', 'plug']"
plumb,['plumbing'],['plumb'],['plumb']
plume,['plume'],['plum'],['plume']
plural,['pluralism'],['plur'],['plural']
pmr,['pmr'],['pmr'],['pmr']
pneumonia,['pneumonia'],['pneumon'],['pneumonia']
poach,['poach'],['poach'],['poach']
poark,['poark'],['poark'],['poark']
poepl,['poeples'],['poepl'],['poepl']
poetic,['poetic'],['poet'],['poetic']
pogrom,['pogroms'],['pogrom'],['pogrom']
pois,['poise'],['pois'],['pois']
poke,['poking'],['pok'],['poke']
polit,['politeness'],['polit'],['polit']
politician,['politicians'],['polit'],['politician']
poll,"['polling', 'poll']","['pol', 'pol']","['poll', 'poll']"
pollock,['pollocks'],['pollock'],['pollock']
polyanka,['polyanka'],['polyank'],['polyanka']
pomad,['pomaded'],['pomad'],['pomad']
pomp,['pomp'],['pomp'],['pomp']
pompou,['pompous'],['pomp'],['pompous']
ponder,['ponderous'],['pond'],['ponder']
pop,['popped'],['pop'],['pop']
poplin,['poplin'],['poplin'],['poplin']
porch,['porches'],['porch'],['porch']
pork,['pork'],['pork'],['pork']
porterhous,['porterhouse'],['porterh'],['porterhous']
portfolio,['portfolio'],['portfolio'],['portfolio']
portion,['portion'],['port'],['portion']
porto,['porto'],['porto'],['porto']
portrait,['portraits'],['portrait'],['portrait']
portray,['portrayal'],['portray'],['portray']
pose,['pose'],['pos'],['pose']
possess,"['possession', 'possess']","['possess', 'possess']","['possess', 'possess']"
possibl,"['possible', 'possiblities']","['poss', 'poss']","['possibl', 'possibl']"
poster,['posters'],['post'],['poster']
postmen,['postmen'],['postm'],['postmen']
potemkin,['potemkins'],['potemkin'],['potemkin']
potent,['potent'],['pot'],['potent']
potenti,"['potential', 'potentially']","['pot', 'pot']","['potenti', 'potenti']"
potentiomet,['potentiometer'],['potentiomet'],['potentiomet']
poussin,['poussin'],['poussin'],['poussin']
powel,['powell'],['powel'],['powel']
power,['powers'],['pow'],['power']
pozzatti,['pozzatti'],['pozzatt'],['pozzatti']
practic,['practice'],['pract'],['practic']
pray,['pray'],['pray'],['pray']
preced,"['precedence', 'preceding']","['prec', 'prec']","['preced', 'preced']"
precipit,['precipitated'],['precipit'],['precipit']
precondit,['precondition'],['precondit'],['precondit']
predict,"['predictable', 'predictions']","['predict', 'predict']","['predict', 'predict']"
predisposit,['predisposition'],['predisposit'],['predisposit']
predomin,"['predominated', 'predominant', 'predominately']","['predomin', 'predomin', 'predomin']","['predomin', 'predomin', 'predomin']"
prefac,['preface'],['prefac'],['prefac']
prefer,['preference'],['pref'],['prefer']
pregnanc,['pregnancy'],['pregn'],['pregnanc']
preisol,['preisolated'],['preisol'],['preisol']
premier,['premiere'],['premy'],['premier']
premis,['premise'],['prem'],['premis']
premix,['premix'],['premix'],['premix']
premonitori,['premonitory'],['premonit'],['premonitori']
preoccupi,"['preoccupied', 'preoccupies']","['preoccupy', 'preoccupy']","['preoccupi', 'preoccupi']"
preposit,['preposition'],['preposit'],['preposit']
prepubl,['prepublication'],['prepubl'],['prepubl']
presbyterian,['presbyterian'],['presbyt'],['presbyterian']
preschool,['preschool'],['preschool'],['preschool']
prescrib,['prescribed'],['prescrib'],['prescrib']
presently,['presentlye'],['pres'],['presently']
preserv,['preserve'],['preserv'],['preserv']
presid,['presiding'],['presid'],['presid']
press,['pressed'],['press'],['press']
presuppos,['presuppose'],['presuppos'],['presuppos']
pretend,['pretends'],['pretend'],['pretend']
pretext,['pretexts'],['pretext'],['pretext']
prevail,"['prevail', 'prevails']","['prevail', 'prevail']","['prevail', 'prevail']"
prevent,"['preventive', 'preventing', 'prevention', 'prevents']","['prev', 'prev', 'prev', 'prev']","['prevent', 'prevent', 'prevent', 'prevent']"
prevot,['prevot'],['prevot'],['prevot']
prey,['prey'],['prey'],['prey']
prick,"['pricking', 'pricks']","['prick', 'prick']","['prick', 'prick']"
prie,['prie'],['pri'],['prie']
primarili,['primarily'],['prim'],['primarili']
primit,['primitive'],['primit'],['primit']
princip,['principal'],['princip'],['princip']
printemp,['printemps'],['printemp'],['printemp']
prison,['prison'],['prison'],['prison']
privileg,['privileged'],['privileg'],['privileg']
procain,['procaine'],['procain'],['procain']
proceed,['proceedings'],['process'],['proceed']
procur,['procurer'],['proc'],['procur']
prodig,['prodigal'],['prodig'],['prodig']
produc,['produced'],['produc'],['produc']
product,['productivity'],['produc'],['product']
profess,['professes'],['profess'],['profess']
professor,"['professor', 'professors']","['profess', 'profess']","['professor', 'professor']"
profet,['profet'],['profet'],['profet']
profili,['profili'],['profil'],['profili']
progeni,['progeny'],['progeny'],['progeni']
prognost,['prognosticator'],['prognost'],['prognost']
programm,['programmes'],['program'],['programm']
progress,['progressively'],['progress'],['progress']
prohibit,['prohibition'],['prohibit'],['prohibit']
project,['project'],['project'],['project']
projector,['projector'],['project'],['projector']
promazin,['promazine'],['promazin'],['promazin']
promenad,['promenade'],['promenad'],['promenad']
promis,['promises'],['prom'],['promis']
promot,['promotes'],['promot'],['promot']
prompt,['promptings'],['prompt'],['prompt']
prone,['prone'],['pron'],['prone']
prop,['propping'],['prop'],['prop']
properli,['properly'],['prop'],['proper']
properti,"['properties', 'property']","['property', 'property']","['properti', 'properti']"
prophesi,['prophesied'],['prophesy'],['prophesi']
propiti,['propitiate'],['prop'],['propiti']
proportion,['proportionality'],['proport'],['proport']
prosecut,['prosecuting'],['prosecut'],['prosecut']
proteas,['proteases'],['proteas'],['proteas']
protect,['protective'],['protect'],['protect']
proteron,['proteron'],['proteron'],['proteron']
protest,['protested'],['protest'],['protest']
proto,['proto'],['proto'],['proto']
prototyp,['prototype'],['prototyp'],['prototyp']
protozoa,['protozoa'],['protozo'],['protozoa']
protozoan,['protozoan'],['protozo'],['protozoan']
prove,['proving'],['prov'],['prove']
provocateur,['provocateurs'],['provoc'],['provocateur']
provok,['provoked'],['provok'],['provok']
provost,['provost'],['provost'],['provost']
prowler,['prowlers'],['prowl'],['prowler']
pseudynom,['pseudynom'],['pseudynom'],['pseudynom']
psychot,['psychotic'],['psychot'],['psychot']
pubesc,['pubescent'],['pubesc'],['pubesc']
publicist,['publicists'],['publ'],['publicist']
pulaski,['pulaski'],['pulask'],['pulaski']
pullen,['pullen'],['pul'],['pullen']
pulsat,['pulsation'],['puls'],['pulsat']
punctual,"['punctually', 'punctuality']","['punct', 'punct']","['punctual', 'punctual']"
purchas,['purchased'],['purchas'],['purchas']
purdew,['purdew'],['purdew'],['purdew']
purloin,['purloined'],['purloin'],['purloin']
purpos,['purposive'],['purpod'],['purpos']
pursuit,['pursuit'],['pursuit'],['pursuit']
purveyor,['purveyors'],['purvey'],['purveyor']
purvi,['purvis'],['purv'],['purvi']
putain,['putains'],['putain'],['putain']
pyhrric,['pyhrric'],['pyhr'],['pyhrric']
pyromet,['pyrometer'],['pyromet'],['pyromet']
quadric,['quadric'],['quadr'],['quadric']
qualifi,"['qualifying', 'qualifies', 'qualify']","['qual', 'qual', 'qual']","['qualifi', 'qualifi', 'qualifi']"
qualm,['qualms'],['qualm'],['qualm']
quarter,['quarter'],['quart'],['quarter']
quasimodo,['quasimodos'],['quasimodo'],['quasimodo']
queen,['queen'],['queen'],['queen']
quelch,['quelch'],['quelch'],['quelch']
quemoy,['quemoy'],['quemoy'],['quemoy']
question,"['questioned', 'question']","['quest', 'quest']","['question', 'question']"
quib,['quibs'],['quib'],['quib']
quick,['quickness'],['quick'],['quick']
quintet,['quintets'],['quintet'],['quintet']
quintu,['quintus'],['quint'],['quintus']
quinzain,['quinzaine'],['quinzain'],['quinzain']
quirt,['quirt'],['quirt'],['quirt']
quot,"['quoted', 'quote']","['quot', 'quot']","['quot', 'quot']"
rabaul,['rabaul'],['raba'],['rabaul']
race,['racing'],['rac'],['race']
rack,['racking'],['rack'],['rack']
racket,['racketeers'],['racket'],['racket']
racquet,['racquet'],['racquet'],['racquet']
rafael,['rafael'],['rafael'],['rafael']
rage,['raging'],['rag'],['rage']
raid,['raids'],['raid'],['raid']
railroad,['railroader'],['railroad'],['railroad']
rain,['rain'],['rain'],['rain']
rainstorm,['rainstorm'],['rainstorm'],['rainstorm']
raiser,['raisers'],['rais'],['raiser']
rake,['raked'],['rak'],['rake']
rambl,['ramblings'],['rambl'],['rambl']
ramey,['ramey'],['ramey'],['ramey']
ramilli,['ramillies'],['ramil'],['ramilli']
rampant,['rampant'],['ramp'],['rampant']
ranavan,['ranavan'],['ranav'],['ranavan']
rancid,['rancidity'],['rancid'],['rancid']
rancor,['rancor'],['rant'],['rancor']
randal,['randall'],['randal'],['randal']
ransack,['ransacked'],['ransack'],['ransack']
rapt,['rapt'],['rapt'],['rapt']
rarer,['rarer'],['rar'],['rarer']
rasa,['rasa'],['ras'],['rasa']
ratcliff,['ratcliff'],['ratcliff'],['ratcliff']
rate,"['rated', 'rate']","['rat', 'rat']","['rate', 'rate']"
ratifi,['ratify'],['rat'],['ratifi']
ration,['rationalized'],['rat'],['ration']
raton,['raton'],['raton'],['raton']
rator,['rator'],['rat'],['rator']
rattlesnak,['rattlesnake'],['rattlesnak'],['rattlesnak']
rattzhenfuut,['rattzhenfuut'],['rattzhenfuut'],['rattzhenfuut']
rave,['raving'],['rav'],['rave']
raven,['ravenous'],['rav'],['raven']
ravin,['ravines'],['ravin'],['ravin']
raynal,['raynal'],['rayn'],['raynal']
realism,['realism'],['real'],['realism']
realiti,['reality'],['real'],['realiti']
reap,['reaped'],['reap'],['reap']
rearrang,"['rearranged', 'rearrange']","['rearrang', 'rearrang']","['rearrang', 'rearrang']"
reassuringli,['reassuringly'],['reass'],['reassur']
rebut,['rebut'],['rebut'],['rebut']
recept,['receptions'],['receiv'],['recept']
recess,['recession'],['recess'],['recess']
rechart,['rechartering'],['rechart'],['rechart']
recit,['recitals'],['recit'],['recit']
reckless,['recklessness'],['reckless'],['reckless']
recklessli,['recklessly'],['reckless'],['reckless']
reclus,['recluse'],['reclus'],['reclus']
recollect,"['recollection', 'recollections']","['recollect', 'recollect']","['recollect', 'recollect']"
recondit,['reconditioning'],['recondit'],['recondit']
reconsid,['reconsidered'],['reconsid'],['reconsid']
reconstruct,"['reconstructed', 'reconstruction']","['reconstruct', 'reconstruct']","['reconstruct', 'reconstruct']"
recontamin,['recontamination'],['recontamin'],['recontamin']
recov,"['recovered', 'recovers']","['recov', 'recov']","['recov', 'recov']"
recreat,['recreating'],['recr'],['recreat']
recruit,['recruits'],['recruit'],['recruit']
rectifi,['rectifier'],['rect'],['rectifi']
recur,['recurring'],['recur'],['recur']
redcoat,['redcoat'],['redco'],['redcoat']
redefinit,['redefinition'],['redefinit'],['redefinit']
redhead,"['redheaded', 'redheader']","['redhead', 'redhead']","['redhead', 'redhead']"
rediscov,['rediscovering'],['rediscov'],['rediscov']
redo,['redo'],['redo'],['redo']
reduc,['reducing'],['reduc'],['reduc']
reduct,['reduction'],['reduc'],['reduct']
reedvil,['reedville'],['reedvil'],['reedvill']
reenter,['reentered'],['reent'],['reenter']
reestablish,['reestablish'],['reest'],['reestablish']
reflect,['reflectance'],['reflect'],['reflect']
refocus,['refocusing'],['refocus'],['refocus']
refract,"['refracted', 'refraction']","['refract', 'refract']","['refract', 'refract']"
refractori,['refractory'],['refract'],['refractori']
refreshingli,['refreshingly'],['refresh'],['refresh']
refriger,['refrigerated'],['refrig'],['refriger']
refuge,['refugee'],['refug'],['refuge']
refurbish,['refurbished'],['refurb'],['refurbish']
refus,['refuses'],['refus'],['refus']
regard,"['regard', 'regards']","['regard', 'regard']","['regard', 'regard']"
regim,['regimes'],['regim'],['regim']
regiment,['regiments'],['regy'],['regiment']
reginald,['reginald'],['reginald'],['reginald']
regret,['regretted'],['regret'],['regret']
regrett,['regrettably'],['regret'],['regrett']
regul,['regulation'],['reg'],['regul']
rehear,['rehearing'],['rehear'],['rehear']
rehears,['rehearse'],['rehears'],['rehears']
reichstag,['reichstag'],['reichst'],['reichstag']
reign,['reigns'],['reign'],['reign']
reili,['reilys'],['rei'],['reili']
reinforc,['reinforcement'],['reinforc'],['reinforc']
reinterpret,['reinterpret'],['reinterpret'],['reinterpret']
reintroduc,['reintroduces'],['reintroduc'],['reintroduc']
reinvestig,['reinvestigation'],['reinvestig'],['reinvestig']
reissu,['reissue'],['reissu'],['reissu']
reist,['reist'],['reist'],['reist']
reiter,['reiterates'],['reit'],['reiter']
reject,['rejected'],['reject'],['reject']
rejoic,['rejoicing'],['rejo'],['rejoic']
relationship,['relationships'],['rel'],['relationship']
relax,['relaxed'],['relax'],['relax']
relay,"['relayed', 'relaying']","['relay', 'relay']","['relay', 'relay']"
relentlessli,['relentlessly'],['relentless'],['relentless']
reli,['rely'],['rely'],['reli']
religionist,['religionists'],['relig'],['religionist']
remark,['remarkably'],['remark'],['remark']
rememb,['remembering'],['rememb'],['rememb']
renew,['renews'],['renew'],['renew']
renounc,['renouncing'],['renount'],['renounc']
renovo,['renovo'],['renovo'],['renovo']
renvil,['renville'],['renvil'],['renvill']
reopen,['reopened'],['reop'],['reopen']
repay,"['repayable', 'repay']","['repay', 'repay']","['repay', 'repay']"
repeat,['repeated'],['rep'],['repeat']
replet,['replete'],['replet'],['replet']
report,['reporters'],['report'],['report']
repres,['representative'],['repres'],['repres']
reprob,['reprobate'],['reprob'],['reprob']
republican,"['republican', 'republicans']","['republ', 'republ']","['republican', 'republican']"
requir,"['requiring', 'requirements', 'requirement']","['requir', 'requir', 'requir']","['requir', 'requir', 'requir']"
requisit,['requisitioned'],['requisit'],['requisit']
research,['research'],['research'],['research']
resembl,['resembles'],['resembl'],['resembl']
resent,['resentment'],['res'],['resent']
reserpin,['reserpine'],['reserpin'],['reserpin']
reserv,['reserving'],['reserv'],['reserv']
residu,['residual'],['resid'],['residu']
resignedli,['resignedly'],['resign'],['resign']
resinlik,['resinlike'],['resinlik'],['resinlik']
resist,['resistive'],['resist'],['resist']
resort,['resort'],['resort'],['resort']
respect,['respectively'],['respect'],['respect']
rest,['resting'],['rest'],['rest']
restaur,['restaurants'],['resta'],['restaur']
restor,['restorability'],['rest'],['restor']
resublim,['resublimed'],['resublim'],['resublim']
result,['resultants'],['result'],['result']
resurrect,"['resurrecting', 'resurrection']","['resurrect', 'resurrect']","['resurrect', 'resurrect']"
retail,['retail'],['retail'],['retail']
retali,['retaliated'],['reta'],['retali']
retard,['retardation'],['retard'],['retard']
rethink,['rethink'],['rethink'],['rethink']
retin,['retinal'],['retin'],['retin']
retold,['retold'],['retold'],['retold']
retort,['retorted'],['retort'],['retort']
reveal,['reveal'],['rev'],['reveal']
revel,"['revellings', 'revelations']","['revel', 'revel']","['revel', 'revel']"
revenu,['revenues'],['revenu'],['revenu']
reverdi,['reverdy'],['reverdy'],['reverdi']
revis,['revising'],['rev'],['revis']
reviv,['revivalism'],['rev'],['reviv']
revivifi,['revivified'],['reviv'],['revivifi']
revolt,['revolted'],['revolt'],['revolt']
rey,['rey'],['rey'],['rey']
reynold,['reynolds'],['reynold'],['reynold']
rhine,['rhine'],['rhin'],['rhine']
rib,['ribbing'],['rib'],['rib']
ribcag,['ribcage'],['ribc'],['ribcag']
rich,"['rich', 'richness']","['rich', 'rich']","['rich', 'rich']"
richardson,['richardsons'],['richardson'],['richardson']
ricketi,['rickety'],['rick'],['ricketi']
rickey,['rickeys'],['rickey'],['rickey']
riddl,['riddle'],['riddl'],['riddl']
ride,['ride'],['rid'],['ride']
ridpath,['ridpath'],['ridpa'],['ridpath']
riegger,['riegger'],['rieg'],['riegger']
riffl,['riffle'],['riffl'],['riffl']
rightist,['rightist'],['right'],['rightist']
rilli,['rilly'],['ril'],['rilli']
rim,['rims'],['rim'],['rim']
ringel,['ringel'],['ringel'],['ringel']
rio,['rio'],['rio'],['rio']
rite,['rite'],['rit'],['rite']
ritual,['ritualized'],['rit'],['ritual']
rival,['rivals'],['riv'],['rival']
road,['roads'],['road'],['road']
roam,"['roamed', 'roaming', 'roam']","['roam', 'roam', 'roam']","['roam', 'roam', 'roam']"
roar,['roaring'],['roar'],['roar']
roast,['roast'],['roast'],['roast']
rob,['robs'],['rob'],['rob']
robberi,['robberies'],['robbery'],['robberi']
robertson,['robertson'],['robertson'],['robertson']
rocco,['rocco'],['rocco'],['rocco']
rock,['rock'],['rock'],['rock']
rocker,['rockers'],['rock'],['rocker']
rocket,['rockets'],['rocket'],['rocket']
rocki,['rocky'],['rocky'],['rocki']
rod,['rods'],['rod'],['rod']
rodent,['rodent'],['rod'],['rodent']
roebuck,['roebuck'],['roebuck'],['roebuck']
role,['role'],['rol'],['role']
romagnosi,['romagnosi'],['romagnos'],['romagnosi']
roman,['romans'],['rom'],['roman']
romanc,['romance'],['rom'],['romanc']
roof,['roofs'],['roof'],['roof']
room,['rooming'],['room'],['room']
roommat,['roommate'],['room'],['roommat']
roost,['roost'],['roost'],['roost']
rope,['ropes'],['rop'],['rope']
rosella,['rosella'],['rosell'],['rosella']
rotat,"['rotation', 'rotationally']","['rot', 'rot']","['rotat', 'rotate']"
rotenon,['rotenone'],['rotenon'],['rotenon']
rotogravur,['rotogravures'],['rotograv'],['rotogravur']
