,index,Original,Porter,Lancaster,Snowball
659,1958,barbed,barb,barb,barb
660,1959,garbed,garb,garb,garb
661,1960,featherbed,featherb,featherb,featherb
662,1961,sorbed,sorb,sorb,sorb
663,1962,absorbed,absorb,absorb,absorb
664,1963,adsorbed,adsorb,adsorb,adsorb
665,1964,perturbed,perturb,perturb,perturb
666,1965,disturbed,disturb,disturb,disturb
667,1966,undisturbed,undisturb,undisturb,undisturb
668,1967,hotbed,hotb,hotb,hotb
669,1968,daubed,daub,daub,daub
670,1970,daybed,dayb,dayb,dayb
671,1972,prefaced,prefac,prefac,prefac
672,1973,olivefaced,olivefac,olivefac,olivefac
673,1974,pokerfaced,pokerfac,pokerfac,pokerfac
674,1975,surfaced,surfac,surfac,surfac
675,1977,unlaced,unlac,unlac,unlac
676,1978,solaced,solac,solac,solac
677,1980,replaced,replac,replac,replac
678,1981,displaced,displac,displac,displac
679,1982,misplaced,misplac,misplac,misplac
680,1983,interlaced,interlac,interlac,interlac
681,1984,grimaced,grimac,grimac,grimac
682,1985,menaced,menac,menac,menac
683,1990,embraced,embrac,embrac,embrac
684,1992,disgraced,disgrac,disgrac,disgrac
685,1993,terraced,terrac,terrac,terrac
686,1995,retraced,retrac,retrac,retrac
687,1997,prejudiced,prejud,prejud,prejud
688,2003,voiced,voic,voic,voic
689,2006,overpriced,overpr,overpr,overpr
690,2007,relyriced,relyr,relyr,relyr
691,2011,unnoticed,unnot,unnot,unnot
692,2048,pierced,pierc,pierc,pierc
693,2049,coerced,coerc,coerc,coerc
694,2050,forced,forc,forc,forc
695,2051,enforced,enforc,enforc,enforc
696,2052,reinforced,reinforc,reinforc,reinforc
697,2053,divorced,divorc,divorc,divorc
698,2054,acquiesced,acquiesc,acquiesc,acquiesc
699,2055,coalesced,coalesc,coalesc,coalesc
700,2056,reminisced,reminisc,reminisc,reminisc
701,2057,deduced,deduc,deduc,deduc
702,2058,reduced,reduc,reduc,reduc
703,2059,seduced,seduc,seduc,seduc
704,2060,induced,induc,induc,induc
705,2061,produced,produc,produc,produc
706,2062,reproduced,reproduc,reproduc,reproduc
707,2063,introduced,introduc,introduc,introduc
708,2065,facaded,facad,facad,facad
709,2066,brocaded,brocad,brocad,brocad
710,2067,arcaded,arcad,arcad,arcad
711,2068,cascaded,cascad,cascad,cascad
712,2069,beaded,bead,bead,bead
713,2070,headed,head,head,head
714,2071,redheaded,redhead,redhead,redhead
715,2072,muddleheaded,muddlehead,muddlehead,muddlehead
716,2073,coolheaded,coolhead,coolhead,coolhead
717,2074,leaded,lead,lead,lead
718,2075,pleaded,plead,plead,plead
719,2076,dreaded,dread,dread,dread
720,2081,pomaded,pomad,pomad,pomad
721,2082,serenaded,serenad,serenad,serenad
722,2083,colonnaded,colonnad,colonnad,colonnad
723,2084,collonaded,collonad,collonad,collonad
724,2085,goaded,goad,goad,goad
725,2086,loaded,load,load,load
726,2087,reloaded,reload,reload,reload
727,2088,unloaded,unload,unload,unload
728,2089,overloaded,overload,overload,overload
729,2090,paraded,parad,parad,parad
730,2092,degraded,degrad,degrad,degrad
731,2093,downgraded,downgrad,downgrad,downgrad
732,2094,upgraded,upgrad,upgrad,upgrad
733,2096,persuaded,persuad,persuad,persuad
734,2097,evaded,evad,evad,evad
735,2098,invaded,invad,invad,invad
736,2099,pervaded,pervad,pervad,pervad
737,2101,added,ad,ad,ad
738,2102,padded,pad,pad,pad
739,2103,unpadded,unpad,unpad,unpad
740,2104,wadded,wad,wad,wad
741,2105,bedded,bed,bed,bed
742,2106,embedded,embed,embed,embed
743,2107,imbedded,imbed,imbed,imbed
744,2109,wedded,wed,wed,wed
745,2110,skidded,skid,skid,skid
746,2111,plodded,plod,plod,plod
747,2112,nodded,nod,nod,nod
748,2113,prodded,prod,prod,prod
749,2114,budded,bud,bud,bud
750,2115,studded,stud,stud,stud
751,2136,aided,aid,aid,aid
752,2137,unaided,unaid,unaid,unaid
753,2138,raided,raid,raid,raid
754,2139,braided,braid,braid,braid
755,2140,decided,decid,decid,decid
756,2141,coincided,coincid,coincid,coincid
757,2142,confided,confid,confid,confid
758,2145,collided,collid,collid,collid
759,2146,avoided,avoid,avoid,avoid
760,2148,subsided,subsid,subsid,subsid
761,2149,resided,resid,resid,resid
762,2150,presided,presid,presid,presid
763,2151,guided,guid,guid,guid
764,2152,unguided,unguid,unguid,unguid
765,2153,misguided,misguid,misguid,misguid
766,2154,divided,divid,divid,divid
767,2155,undivided,undivid,undivid,undivid
768,2156,provided,provid,provid,provid
769,2157,scalded,scald,scald,scald
770,2158,heralded,herald,herald,herald
771,2159,fielded,field,field,field
772,2160,shielded,shield,shield,shield
773,2161,unshielded,unshield,unshield,unshield
774,2162,wielded,wield,wield,wield
775,2163,yielded,yield,yield,yield
776,2164,welded,weld,weld,weld
777,2165,gilded,gild,gild,gild
778,2166,folded,fold,fold,fold
779,2167,blindfolded,blindfold,blindfold,blindfold
780,2168,refolded,refold,refold,refold
781,2169,unfolded,unfold,unfold,unfold
782,2170,molded,mold,mold,mold
783,2171,banded,band,band,band
784,2172,disbanded,disband,disband,disband
785,2173,handed,hand,hand,hand
786,2174,underhanded,underhand,underhand,underhand
787,2175,landed,land,land,land
788,2176,garlanded,garland,garland,garland
789,2177,demanded,demand,demand,demand
790,2178,remanded,remand,remand,remand
791,2179,reprimanded,reprimand,reprimand,reprimand
792,2180,commanded,command,command,command
793,2181,expanded,expand,expand,expand
794,2182,branded,brand,brand,brand
795,2183,misbranded,misbrand,misbrand,misbrand
796,2185,sanded,sand,sand,sand
797,2186,understanded,understand,understand,understand
798,2187,ended,end,end,end
799,2188,ascended,ascend,ascend,ascend
800,2189,descended,descend,descend,descend
801,2190,transcended,transcend,transcend,transcend
802,2191,defended,defend,defend,defend
803,2192,offended,offend,offend,offend
804,2193,comprehended,comprehend,comprehend,comprehend
805,2194,apprehended,apprehend,apprehend,apprehend
806,2195,blended,blend,blend,blend
807,2196,mended,mend,mend,mend
808,2197,amended,amend,amend,amend
809,2198,commended,commend,commend,commend
810,2199,recommended,recommend,recommend,recommend
811,2200,depended,depend,depend,depend
812,2201,appended,append,append,append
813,2202,suspended,suspend,suspend,suspend
814,2203,resuspended,resuspend,resuspend,resuspend
815,2204,expended,expend,expend,expend
816,2205,unexpended,unexpend,unexpend,unexpend
817,2206,tended,tend,tend,tend
818,2207,subtended,subtend,subtend,subtend
819,2208,pretended,pretend,pretend,pretend
820,2209,intended,intend,intend,intend
821,2210,unintended,unintend,unintend,unintend
822,2211,contended,contend,contend,contend
823,2212,portended,portend,portend,portend
824,2213,attended,attend,attend,attend
825,2214,unattended,unattend,unattend,unattend
826,2215,extended,extend,extend,extend
827,2216,rescinded,rescind,rescind,rescind
828,2217,blinded,blind,blind,blind
829,2218,minded,mind,mind,mind
830,2219,reminded,remind,remind,remind
831,2220,winded,wind,wind,wind
832,2221,bonded,bond,bond,bond
833,2222,responded,respond,respond,respond
834,2223,corresponded,correspond,correspond,correspond
835,2224,gruonded,gruond,gruond,gruond
836,2225,refunded,refund,refund,refund
837,2226,bounded,bound,bound,bound
838,2227,abounded,abound,abound,abound
839,2228,unbounded,unbound,unbound,unbound
840,2229,founded,found,found,found
841,2230,confounded,confound,confound,confound
842,2231,unfounded,unfound,unfound,unfound
843,2232,mounded,mound,mound,mound
844,2233,pounded,pound,pound,pound
845,2234,compounded,compound,compound,compound
846,2235,expounded,expound,expound,expound
847,2236,rounded,round,round,round
848,2237,grounded,ground,ground,ground
849,2238,surrounded,surround,surround,surround
850,2239,sounded,sound,sound,sound
851,2240,astounded,astound,astound,astound
852,2241,wounded,wound,wound,wound
853,2242,unwounded,unwound,unwound,unwound
854,2243,commawnded,commawnd,commawnd,commawnd
855,2245,exploded,explod,explod,explod
856,2247,outmoded,outmod,outmod,outmod
857,2248,blooded,blood,blood,blood
858,2249,flooded,flood,flood,flood
859,2250,wooded,wood,wood,wood
860,2251,eroded,erod,erod,erod
861,2252,discarded,discard,discard,discard
862,2253,bearded,beard,beard,beard
863,2254,regarded,regard,regard,regard
864,2255,disregarded,disregard,disregard,disregard
865,2256,boarded,board,board,board
866,2257,retarded,retard,retard,retard
867,2258,guarded,guard,guard,guard
868,2259,awarded,award,award,award
869,2260,rewarded,reward,reward,reward
870,2261,forwarded,forward,forward,forward
871,2262,herded,herd,herd,herd
872,2263,corded,cord,cord,cord
873,2264,accorded,accord,accord,accord
874,2265,recorded,record,record,record
875,2266,afforded,afford,afford,afford
876,2267,worded,word,word,word
877,2268,applauded,applaud,applaud,applaud
878,2269,occluded,occlud,occlud,occlud
879,2270,precluded,preclud,preclud,preclud
880,2271,secluded,seclud,seclud,seclud
881,2272,included,includ,includ,includ
882,2273,concluded,conclud,conclud,conclud
883,2274,excluded,exclud,exclud,exclud
884,2275,eluded,elud,elud,elud
885,2276,deluded,delud,delud,delud
886,2277,alluded,allud,allud,allud
887,2278,denuded,denud,denud,denud
888,2279,clouded,cloud,cloud,cloud
889,2280,unclouded,uncloud,uncloud,uncloud
890,2282,enshrouded,enshroud,enshroud,enshroud
891,2283,intruded,intrud,intrud,intrud
892,2284,protruded,protrud,protrud,protrud
893,2285,extruded,extrud,extrud,extrud
894,2286,exuded,exud,exud,exud
895,2287,crowded,crowd,crowd,crowd
896,2288,overcrowded,overcrowd,overcrowd,overcrowd
897,2325,fed,fed,fed,fed
898,2326,leafed,leaf,leaf,leaf
899,2327,loafed,loaf,loaf,loaf
900,2328,beefed,beef,beef,beef
901,2329,briefed,brief,brief,brief
902,2338,engulfed,engulf,engulf,engulf
903,2339,goofed,goof,goof,goof
904,2340,roofed,roof,roof,roof
905,2341,dwarfed,dwarf,dwarf,dwarf
906,2370,edged,edg,edg,edg
907,2371,hedged,hedg,hedg,hedg
908,2372,fledged,fledg,fledg,fledg
909,2373,pledged,pledg,pledg,pledg
910,2374,acknowledged,acknowledg,acknowledg,acknowledg
911,2375,unacknowledged,unacknowledg,unacknowledg,unacknowledg
912,2376,wedged,wedg,wedg,wedg
913,2377,bridged,bridg,bridg,bridg
914,2378,abridged,abridg,abridg,abridg
915,2379,unabridged,unabridg,unabridg,unabridg
916,2380,dodged,dodg,dodg,dodg
917,2381,lodged,lodg,lodg,lodg
918,2382,dislodged,dislodg,dislodg,dislodg
919,2383,judged,judg,judg,judg
920,2384,adjudged,adjudg,adjudg,adjudg
921,2385,prejudged,prejudg,prejudg,prejudg
922,2386,misjudged,misjudg,misjudg,misjudg
923,2387,smudged,smudg,smudg,smudg
924,2388,nudged,nudg,nudg,nudg
925,2389,trudged,trudg,trudg,trudg
926,2390,besieged,besieg,besieg,besieg
927,2391,privileged,privileg,privileg,privileg
928,2392,underprivileged,underprivileg,underprivileg,underprivileg
929,2393,alleged,alleg,alleg,alleg
930,2394,bagged,bag,bag,bag
931,2395,gagged,gag,gag,gag
932,2396,jagged,jag,jag,jag
933,2397,lagged,lag,lag,lag
934,2398,nagged,nag,nag,nag
935,2399,ragged,rag,rag,rag
936,2400,bragged,brag,brag,brag
937,2401,dragged,drag,drag,drag
938,2402,sagged,sag,sag,sag
939,2403,tagged,tag,tag,tag
940,2404,wagged,wag,wag,wag
941,2405,egged,eg,eg,eg
942,2406,begged,beg,beg,beg
943,2407,legged,leg,leg,leg
944,2408,pegged,peg,peg,peg
945,2409,rigged,rig,rig,rig
946,2410,twigged,twig,twig,twig
947,2411,bogged,bog,bog,bog
948,2412,dogged,dog,dog,dog
949,2413,fogged,fog,fog,fog
950,2414,befogged,befog,befog,befog
951,2415,logged,log,log,log
952,2416,clogged,clog,clog,clog
953,2417,flogged,flog,flog,flog
954,2418,bugged,bug,bug,bug
955,2419,hugged,hug,hug,hug
956,2420,lugged,lug,lug,lug
957,2421,plugged,plug,plug,plug
958,2422,slugged,slug,slug,slug
959,2423,rugged,rug,rug,rug
960,2424,drugged,drug,drug,drug
961,2426,tugged,tug,tug,tug
962,2427,obliged,oblig,oblig,oblig
963,2428,bulged,bulg,bulg,bulg
964,2429,indulged,indulg,indulg,indulg
965,2430,overindulged,overindulg,overindulg,overindulg
966,2431,banged,bang,bang,bang
967,2432,danged,dang,dang,dang
968,2433,hanged,hang,hang,hang
969,2434,changed,chang,chang,chang
970,2435,unchanged,unchang,unchang,unchang
971,2436,exchanged,exchang,exchang,exchang
972,2437,clanged,clang,clang,clang
973,2438,ranged,rang,rang,rang
974,2439,deranged,derang,derang,derang
975,2440,arranged,arrang,arrang,arrang
976,2441,rearranged,rearrang,rearrang,rearrang
977,2442,prearranged,prearrang,prearrang,prearrang
978,2443,disarranged,disarrang,disarrang,disarrang
979,2444,estranged,estrang,estrang,estrang
980,2445,challenged,challeng,challeng,challeng
981,2446,unchallenged,unchalleng,unchalleng,unchalleng
982,2447,hinged,hing,hing,hing
983,2450,ringed,ring,ring,ring
984,2451,cringed,cring,cring,cring
985,2452,fringed,fring,fring,fring
986,2454,singed,sing,sing,sing
987,2455,winged,wing,wing,wing
988,2456,longed,long,long,long
989,2457,belonged,belong,belong,belong
990,2458,prolonged,prolong,prolong,prolong
991,2459,sponged,spong,spong,spong
992,2460,wronged,wrong,wrong,wrong
993,2461,singsonged,singsong,singsong,singsong
994,2462,lunged,lung,lung,lung
995,2463,plunged,plung,plung,plung
996,2464,lounged,loung,loung,loung
997,2465,charged,charg,charg,charg
998,2466,uncharged,uncharg,uncharg,uncharg
999,2467,discharged,discharg,discharg,discharg
1000,2468,enlarged,enlarg,enlarg,enlarg
1001,2469,merged,merg,merg,merg
1002,2470,submerged,submerg,submerg,submerg
1003,2471,emerged,emerg,emerg,emerg
1004,2472,reemerged,reemerg,reemerg,reemerg
1005,2473,converged,converg,converg,converg
1006,2474,forged,forg,forg,forg
1007,2475,urged,urg,urg,urg
1008,2476,purged,purg,purg,purg
1009,2477,surged,surg,surg,surg
1010,2478,gauged,gaug,gaug,gaug
1011,2479,misgauged,misgaug,misgaug,misgaug
1012,2480,centrifuged,centrifug,centrifug,centrifug
1013,2481,deluged,delug,delug,delug
1014,2482,gouged,goug,goug,goug
1015,2483,hed,hed,hed,hed
1016,2484,ached,ach,ach,ach
1017,2485,bleached,bleach,bleach,bleach
1018,2486,reached,reach,reach,reach
1019,2487,preached,preach,preach,preach
1020,2488,overreached,overreach,overreach,overreach
1021,2489,broached,broach,broach,broach
1022,2490,encroached,encroach,encroach,encroach
1023,2491,approached,approach,approach,approach
1024,2492,detached,detach,detach,detach
1025,2493,mustached,mustach,mustach,mustach
1026,2494,attached,attach,attach,attach
1027,2495,unattached,unattach,unattach,unattach
1028,2497,enriched,enrich,enrich,enrich
1029,2498,belched,belch,belch,belch
1030,2499,squelched,squelch,squelch,squelch
1031,2500,filched,filch,filch,filch
1032,2501,blanched,blanch,blanch,blanch
1033,2502,branched,branch,branch,branch
1034,2503,benched,bench,bench,bench
1035,2504,clenched,clench,clench,clench
1036,2505,unclenched,unclench,unclench,unclench
1037,2506,drenched,drench,drench,drench
1038,2507,entrenched,entrench,entrench,entrench
1039,2508,wrenched,wrench,wrench,wrench
1040,2509,unquenched,unquench,unquench,unquench
1041,2510,inched,inch,inch,inch
1042,2511,clinched,clinch,clinch,clinch
1043,2512,pinched,pinch,pinch,pinch
1044,2513,launched,launch,launch,launch
1045,2514,bunched,bunch,bunch,bunch
1046,2515,hunched,hunch,hunch,hunch
1047,2516,munched,munch,munch,munch
1048,2517,punched,punch,punch,punch
1049,2518,crunched,crunch,crunch,crunch
1050,2519,lynched,lynch,lynch,lynch
1051,2520,pooched,pooch,pooch,pooch
1052,2521,arched,arch,arch,arch
1053,2522,searched,search,search,search
1054,2523,marched,march,march,march
1055,2524,parched,parch,parch,parch
1056,2525,starched,starch,starch,starch
1057,2526,perched,perch,perch,perch
1058,2527,besmirched,besmirch,besmirch,besmirch
1059,2528,scorched,scorch,scorch,scorch
1060,2529,lurched,lurch,lurch,lurch
1061,2530,hatched,hatch,hatch,hatch
1062,2531,thatched,thatch,thatch,thatch
1063,2532,latched,latch,latch,latch
1064,2533,matched,match,match,match
1065,2534,unmatched,unmatch,unmatch,unmatch
1066,2535,outmatched,outmatch,outmatch,outmatch
1067,2536,snatched,snatch,snatch,snatch
1068,2537,patched,patch,patch,patch
1069,2538,despatched,despatch,despatch,despatch
1070,2539,dispatched,dispatch,dispatch,dispatch
1071,2541,watched,watch,watch,watch
1072,2542,etched,etch,etch,etch
1073,2543,farfetched,farfetch,farfetch,farfetch
1074,2544,sketched,sketch,sketch,sketch
1075,2546,wretched,wretch,wretch,wretch
1076,2547,hitched,hitch,hitch,hitch
1077,2548,unhitched,unhitch,unhitch,unhitch
1078,2549,pitched,pitch,pitch,pitch
1079,2550,stitched,stitch,stitch,stitch
1080,2551,bewitched,bewitch,bewitch,bewitch
1081,2552,switched,switch,switch,switch
1082,2553,twitched,twitch,twitch,twitch
1083,2555,notched,notch,notch,notch
1084,2556,clutched,clutch,clutch,clutch
1085,2557,couched,couch,couch,couch
1086,2558,crouched,crouch,crouch,crouch
1087,2559,touched,touch,touch,touch
1088,2560,untouched,untouch,untouch,untouch
1089,2561,weighed,weigh,weigh,weigh
1090,2562,outweighed,outweigh,outweigh,outweigh
1091,2563,sighed,sigh,sigh,sigh
1092,2564,laughed,laugh,laugh,laugh
1093,2565,coughed,cough,cough,cough
1094,2566,furloughed,furlough,furlough,furlough
1095,2567,roughed,rough,rough,rough
1096,2568,poohed,pooh,pooh,pooh
1097,2569,graphed,graph,graph,graph
1098,2570,telegraphed,telegraph,telegraph,telegraph
1099,2571,choreographed,choreograph,choreograph,choreograph
1100,2572,photographed,photograph,photograph,photograph
1101,2573,shed,shed,shed,shed
1102,2574,unabashed,unabash,unabash,unabash
1103,2575,cashed,cash,cash,cash
1104,2576,dashed,dash,dash,dash
1105,2577,unleashed,unleash,unleash,unleash
1106,2578,lashed,lash,lash,lash
1107,2579,clashed,clash,clash,clash
1108,2580,flashed,flash,flash,flash
1109,2581,unlashed,unlash,unlash,unlash
1110,2583,slashed,slash,slash,slash
1111,2584,mashed,mash,mash,mash
1112,2585,smashed,smash,smash,smash
1113,2586,crashed,crash,crash,crash
1114,2588,stashed,stash,stash,stash
1115,2589,quashed,quash,quash,quash
1116,2590,squashed,squash,squash,squash
1117,2591,washed,wash,wash,wash
1118,2592,whitewashed,whitewash,whitewash,whitewash
1119,2593,bloodshed,bloodsh,bloodsh,bloodsh
1120,2594,woodshed,woodsh,woodsh,woodsh
1121,2595,fleshed,flesh,flesh,flesh
1122,2596,enmeshed,enmesh,enmesh,enmesh
1123,2597,unmeshed,unmesh,unmesh,unmesh
1124,2598,intermeshed,intermesh,intermesh,intermesh
1125,2599,refreshed,refresh,refresh,refresh
1126,2602,dished,dish,dish,dish
1127,2642,wished,wish,wish,wish
1128,2643,swished,swish,swish,swish
1129,2644,unshed,unsh,unsh,unsh
1130,2645,sloshed,slosh,slosh,slosh
1131,2646,watershed,watersh,watersh,watersh
1132,2647,ambushed,ambush,ambush,ambush
1133,2648,gushed,gush,gush,gush
1134,2649,hushed,hush,hush,hush
1135,2650,blushed,blush,blush,blush
1136,2651,flushed,flush,flush,flush
1137,2652,pushed,push,push,push
1138,2653,rushed,rush,rush,rush
1139,2654,brushed,brush,brush,brush
1140,2655,crushed,crush,crush,crush
1141,2656,bathed,bath,bath,bath
1142,2657,unscathed,unscath,unscath,unscath
1143,2658,breathed,breath,breath,breath
1144,2659,wreathed,wreath,wreath,wreath
1145,2660,bequeathed,bequeath,bequeath,bequeath
1146,2661,loathed,loath,loath,loath
1147,2662,swathed,swath,swath,swath
1148,2663,writhed,writh,writh,writh
1149,2664,clothed,cloth,cloth,cloth
1150,2665,smoothed,smooth,smooth,smooth
1151,2666,soothed,sooth,sooth,sooth
1152,2667,betrothed,betroth,betroth,betroth
1153,2668,unearthed,unearth,unearth,unearth
1154,2669,birthed,birth,birth,birth
1155,2670,mouthed,mouth,mouth,mouth
1156,2746,shied,shi,shi,shi
1157,2747,skied,ski,ski,ski
1158,2755,plied,pli,pli,pli
1159,2776,cried,cri,cri,cri
1160,2778,dried,dri,dri,dri
1161,2781,fried,fri,fri,fri
1162,2798,tried,tri,tri,tri
1163,2815,jed,jed,jed,jed
1164,2817,sunbaked,sunbak,sunbak,sunbak
1165,2819,leaked,leak,leak,leak
1166,2820,sneaked,sneak,sneak,sneak
1167,2821,peaked,peak,peak,peak
1168,2822,creaked,creak,creak,creak
1169,2824,squeaked,squeak,squeak,squeak
1170,2829,croaked,croak,croak,croak
1171,2830,soaked,soak,soak,soak
1172,2834,backed,back,back,back
1173,2835,hacked,hack,hack,hack
1174,2836,shacked,shack,shack,shack
1175,2837,whacked,whack,whack,whack
1176,2838,bushwhacked,bushwhack,bushwhack,bushwhack
1177,2839,hijacked,hijack,hijack,hijack
1178,2840,skyjacked,skyjack,skyjack,skyjack
1179,2841,lacked,lack,lack,lack
1180,2842,blacked,black,black,black
1181,2843,smacked,smack,smack,smack
1182,2844,packed,pack,pack,pack
1183,2845,racked,rack,rack,rack
1184,2846,cracked,crack,crack,crack
1185,2847,wisecracked,wisecrack,wisecrack,wisecrack
1186,2848,tracked,track,track,track
1187,2849,untracked,untrack,untrack,untrack
1188,2850,wracked,wrack,wrack,wrack
1189,2851,ransacked,ransack,ransack,ransack
1190,2852,tacked,tack,tack,tack
1191,2853,stacked,stack,stack,stack
1192,2854,attacked,attack,attack,attack
1193,2855,quacked,quack,quack,quack
1194,2856,decked,deck,deck,deck
1195,2857,checked,check,check,check
1196,2858,unchecked,uncheck,uncheck,uncheck
1197,2859,flecked,fleck,fleck,fleck
1198,2860,necked,neck,neck,neck
1199,2861,pecked,peck,peck,peck
1200,2862,henpecked,henpeck,henpeck,henpeck
1201,2863,specked,speck,speck,speck
1202,2864,wrecked,wreck,wreck,wreck
1203,2865,shipwrecked,shipwreck,shipwreck,shipwreck
1204,2866,trafficked,traffick,traffick,traffick
1205,2867,kicked,kick,kick,kick
