Lancaster,Original,Porter,Snowball
afl,['afl'],['afl'],['afl']
aflam,['aflame'],['aflam'],['aflam']
aflo,['afloat'],['afloat'],['afloat']
afoot,['afoot'],['afoot'],['afoot']
aforesaid,['aforesaid'],['aforesaid'],['aforesaid']
aforethought,['aforethought'],['aforethought'],['aforethought']
afr,"['afrique', 'african', 'africans']","['afriqu', 'african', 'african']","['afriqu', 'african', 'african']"
afraid,['afraid'],['afraid'],['afraid']
afranio,['afranio'],['afranio'],['afranio']
afresh,['afresh'],['afresh'],['afresh']
afric,['africa'],['africa'],['africa']
afrik,['afrika'],['afrika'],['afrika']
afro,['afro'],['afro'],['afro']
aft,['aft'],['aft'],['aft']
afterma,['aftermath'],['aftermath'],['aftermath']
afternoon,"['afternoon', 'afternoons']","['afternoon', 'afternoon']","['afternoon', 'afternoon']"
afterward,"['afterward', 'afterwards']","['afterward', 'afterward']","['afterward', 'afterward']"
aftuh,['aftuh'],['aftuh'],['aftuh']
ag,"['aged', 'agee', 'age', 'aging', 'ager', 'ages', 'agencies', 'agates', 'agers', 'agents', 'agent', 'agency']","['age', 'age', 'age', 'age', 'ager', 'age', 'agenc', 'agat', 'ager', 'agent', 'agent', 'agenc']","['age', 'age', 'age', 'age', 'ager', 'age', 'agenc', 'agat', 'ager', 'agent', 'agent', 'agenc']"
again,['again'],['again'],['again']
against,['against'],['against'],['against']
agamemnon,"['agamemnon', 'agamemnons']","['agamemnon', 'agamemnon']","['agamemnon', 'agamemnon']"
agath,['agatha'],['agatha'],['agatha']
agayn,['agayne'],['agayn'],['agayn']
ageless,['ageless'],['ageless'],['ageless']
agend,['agenda'],['agenda'],['agenda']
agglom,"['agglomerate', 'agglomeration']","['agglomer', 'agglomer']","['agglomer', 'agglomer']"
agglutin,"['agglutinating', 'agglutination']","['agglutin', 'agglutin']","['agglutin', 'agglutin']"
agglutinin,"['agglutinin', 'agglutinins']","['agglutinin', 'agglutinin']","['agglutinin', 'agglutinin']"
aggrand,"['aggrandisement', 'aggrandizement']","['aggrandis', 'aggrandiz']","['aggrandis', 'aggrandiz']"
aggrav,"['aggravated', 'aggravate', 'aggravates']","['aggrav', 'aggrav', 'aggrav']","['aggrav', 'aggrav', 'aggrav']"
aggreg,"['aggregate', 'aggregation', 'aggregations']","['aggreg', 'aggreg', 'aggreg']","['aggreg', 'aggreg', 'aggreg']"
aggress,"['aggressive', 'aggression', 'aggressor', 'aggressions', 'aggressiveness', 'aggressively']","['aggress', 'aggress', 'aggressor', 'aggress', 'aggress', 'aggress']","['aggress', 'aggress', 'aggressor', 'aggress', 'aggress', 'aggress']"
aggriev,['aggrieved'],['aggriev'],['aggriev']
aggy,"['aggie', 'aggies']","['aggi', 'aggi']","['aggi', 'aggi']"
aghast,['aghast'],['aghast'],['aghast']
agil,"['agile', 'agilely', 'agility']","['agil', 'agil', 'agil']","['agil', 'agil', 'agil']"
agin,['agin'],['agin'],['agin']
agit,"['agitated', 'agitate', 'agitating', 'agitation', 'agitator', 'agitators']","['agit', 'agit', 'agit', 'agit', 'agit', 'agit']","['agit', 'agit', 'agit', 'agit', 'agit', 'agit']"
agleam,['agleam'],['agleam'],['agleam']
agn,['agnes'],['agn'],['agn']
agnes,['agnese'],['agnes'],['agnes']
agnom,['agnomen'],['agnomen'],['agnomen']
agnost,['agnostics'],['agnost'],['agnost']
ago,['ago'],['ago'],['ago']
agoeng,['agoeng'],['agoeng'],['agoeng']
agon,"['agonized', 'agonale', 'agone', 'agonizing', 'agonizes']","['agon', 'agonal', 'agon', 'agon', 'agon']","['agon', 'agonal', 'agon', 'agon', 'agon']"
agony,"['agonies', 'agony']","['agoni', 'agoni']","['agoni', 'agoni']"
agr,"['agree', 'agreeable', 'agreeing', 'agrarian', 'agrees', 'agreeableness', 'agreements', 'agreement', 'agreeably']","['agre', 'agreeabl', 'agre', 'agrarian', 'agre', 'agreeabl', 'agreement', 'agreement', 'agreeabl']","['agre', 'agreeabl', 'agre', 'agrarian', 'agre', 'agreeabl', 'agreement', 'agreement', 'agreeabl']"
agree,['agreed'],['agre'],['agre']
agricola,['agricolas'],['agricola'],['agricola']
agricult,"['agriculture', 'agricultural', 'agricultures', 'agriculturally']","['agricultur', 'agricultur', 'agricultur', 'agricultur']","['agricultur', 'agricultur', 'agricultur', 'agricultur']"
agripp,['agrippa'],['agrippa'],['agrippa']
agrobacter,['agrobacterium'],['agrobacterium'],['agrobacterium']
agu,['ague'],['agu'],['agu']
ah,['ah'],['ah'],['ah']
ahah,['ahah'],['ahah'],['ahah']
ahead,['ahead'],['ahead'],['ahead']
ahem,['ahem'],['ahem'],['ahem']
ahm,['ahm'],['ahm'],['ahm']
ahmad,"['ahmad', 'ahmads']","['ahmad', 'ahmad']","['ahmad', 'ahmad']"
ahmet,['ahmet'],['ahmet'],['ahmet']
ahmir,['ahmiri'],['ahmiri'],['ahmiri']
ahr,['ahrens'],['ahren'],['ahren']
ai,"['aia', 'aiee', 'ai']","['aia', 'aiee', 'ai']","['aia', 'aiee', 'ai']"
aich,['aiche'],['aich'],['aich']
aid,"['aida', 'aided', 'aid', 'aide', 'aiding', 'aids', 'aides']","['aida', 'aid', 'aid', 'aid', 'aid', 'aid', 'aid']","['aida', 'aid', 'aid', 'aid', 'aid', 'aid', 'aid']"
aik,['aiken'],['aiken'],['aiken']
aikin,['aikin'],['aikin'],['aikin']
ail,"['ailing', 'ailments', 'ailment']","['ail', 'ailment', 'ailment']","['ail', 'ailment', 'ailment']"
aileron,['ailerons'],['aileron'],['aileron']
ailey,"['aileys', 'ailey']","['ailey', 'ailey']","['ailey', 'ailey']"
aim,"['aimed', 'aiming', 'aim', 'aims']","['aim', 'aim', 'aim', 'aim']","['aim', 'aim', 'aim', 'aim']"
aimless,"['aimless', 'aimlessly']","['aimless', 'aimlessli']","['aimless', 'aimless']"
aimo,['aimo'],['aimo'],['aimo']
ain,['ainus'],['ainu'],['ainus']
ainsley,['ainsley'],['ainsley'],['ainsley']
ainswor,['ainsworth'],['ainsworth'],['ainsworth']
aint,['aint'],['aint'],['aint']
ainu,['ainu'],['ainu'],['ainu']
air,"['aired', 'airedale', 'air', 'airs']","['air', 'airedal', 'air', 'air']","['air', 'airedal', 'air', 'air']"
airborn,['airborne'],['airborn'],['airborn']
aircraft,"['aircrafts', 'aircraft']","['aircraft', 'aircraft']","['aircraft', 'aircraft']"
airdrop,['airdrops'],['airdrop'],['airdrop']
airfield,"['airfield', 'airfields']","['airfield', 'airfield']","['airfield', 'airfield']"
airflow,['airflow'],['airflow'],['airflow']
airfram,['airframe'],['airfram'],['airfram']
airless,['airless'],['airless'],['airless']
airlift,['airlift'],['airlift'],['airlift']
airlin,"['airline', 'airlines']","['airlin', 'airlin']","['airlin', 'airlin']"
airlock,['airlock'],['airlock'],['airlock']
airm,"['airmen', 'airmans']","['airmen', 'airman']","['airmen', 'airman']"
airmail,['airmail'],['airmail'],['airmail']
airpark,['airpark'],['airpark'],['airpark']
airpl,"['airplane', 'airplanes']","['airplan', 'airplan']","['airplan', 'airplan']"
airport,"['airports', 'airport']","['airport', 'airport']","['airport', 'airport']"
airspee,['airspeed'],['airspe'],['airspe']
airstrip,"['airstrip', 'airstrips']","['airstrip', 'airstrip']","['airstrip', 'airstrip']"
airway,['airways'],['airway'],['airway']
airy,"['airily', 'airy']","['airili', 'airi']","['airili', 'airi']"
aisl,['aisle'],['aisl'],['aisl']
aj,"['aja', 'aj', 'ajar']","['aja', 'aj', 'ajar']","['aja', 'aj', 'ajar']"
ajb,['ajb'],['ajb'],['ajb']
ajk,['ajk'],['ajk'],['ajk']
akc,['akc'],['akc'],['akc']
akin,['akin'],['akin'],['akin']
akit,['akita'],['akita'],['akita']
akron,['akron'],['akron'],['akron']
aku,['aku'],['aku'],['aku']
al,"['alia', 'ala', 'allied', 'alice', 'alliance', 'ale', 'allure', 'alive', 'alluring', 'al', 'alum', 'alan', 'allan', 'allen', 'alliances', 'allies', 'als', 'allens', 'alors', 'allurement', 'ally']","['alia', 'ala', 'alli', 'alic', 'allianc', 'ale', 'allur', 'aliv', 'allur', 'al', 'alum', 'alan', 'allan', 'allen', 'allianc', 'alli', 'al', 'allen', 'alor', 'allur', 'alli']","['alia', 'ala', 'alli', 'alic', 'allianc', 'ale', 'allur', 'aliv', 'allur', 'al', 'alum', 'alan', 'allan', 'allen', 'allianc', 'alli', 'al', 'allen', 'alor', 'allur', 'alli']"
ala,"['alai', 'alas']","['alai', 'ala']","['alai', 'ala']"
alabam,"['alabama', 'alabamian', 'alabamans']","['alabama', 'alabamian', 'alabaman']","['alabama', 'alabamian', 'alabaman']"
alabama,['alabamas'],['alabama'],['alabama']
alabast,['alabaster'],['alabast'],['alabast']
alacr,['alacrity'],['alacr'],['alacr']
alain,['alain'],['alain'],['alain']
alam,['alam'],['alam'],['alam']
alamein,['alamein'],['alamein'],['alamein']
alamo,['alamo'],['alamo'],['alamo']
alamogordo,['alamogordo'],['alamogordo'],['alamogordo']
alarm,"['alarmed', 'alarming', 'alarm', 'alarms', 'alarmist', 'alarmingly']","['alarm', 'alarm', 'alarm', 'alarm', 'alarmist', 'alarmingli']","['alarm', 'alarm', 'alarm', 'alarm', 'alarmist', 'alarm']"
alask,['alaska'],['alaska'],['alaska']
alast,['alastor'],['alastor'],['alastor']
alb,"['alba', 'album', 'albanian', 'albicans', 'albanians', 'albers']","['alba', 'album', 'albanian', 'albican', 'albanian', 'alber']","['alba', 'album', 'albanian', 'albican', 'albanian', 'alber']"
albac,['albacore'],['albacor'],['albacor']
alban,['albania'],['albania'],['albania']
albany,['albany'],['albani'],['albani']
albeit,['albeit'],['albeit'],['albeit']
albert,['albert'],['albert'],['albert']
alberto,['alberto'],['alberto'],['alberto']
albright,"['albrights', 'albright']","['albright', 'albright']","['albright', 'albright']"
album,['albums'],['album'],['album']
albumin,['albumin'],['albumin'],['albumin']
alchemy,['alchemy'],['alchemi'],['alchemi']
alcibiad,['alcibiades'],['alcibiad'],['alcibiad']
alcin,['alcinous'],['alcin'],['alcin']
alcohol,"['alcoholic', 'alcohol', 'alcoholism', 'alcoholics', 'alcohols']","['alcohol', 'alcohol', 'alcohol', 'alcohol', 'alcohol']","['alcohol', 'alcohol', 'alcohol', 'alcohol', 'alcohol']"
alcorn,['alcorn'],['alcorn'],['alcorn']
alcot,['alcotts'],['alcott'],['alcott']
alcov,['alcoves'],['alcov'],['alcov']
ald,['alden'],['alden'],['alden']
alderm,"['alderman', 'aldermen']","['alderman', 'aldermen']","['alderman', 'aldermen']"
aldo,['aldo'],['aldo'],['aldo']
aldridg,['aldridge'],['aldridg'],['aldridg']
alec,"['alec', 'alecs']","['alec', 'alec']","['alec', 'alec']"
aleck,['aleck'],['aleck'],['aleck']
alemagn,['alemagna'],['alemagna'],['alemagna']
alert,"['alerted', 'alerting', 'alertness', 'alerts', 'alert', 'alertly']","['alert', 'alert', 'alert', 'alert', 'alert', 'alertli']","['alert', 'alert', 'alert', 'alert', 'alert', 'alert']"
alessio,['alessio'],['alessio'],['alessio']
alex,"['alexis', 'alexs', 'alex']","['alexi', 'alex', 'alex']","['alexi', 'alex', 'alex']"
alexand,"['alexander', 'alexanders']","['alexand', 'alexand']","['alexand', 'alexand']"
alexandr,"['alexandria', 'alexandre']","['alexandria', 'alexandr']","['alexandria', 'alexandr']"
alexe,['alexei'],['alexei'],['alexei']
alexeyev,['alexeyeva'],['alexeyeva'],['alexeyeva']
alf,"['alfa', 'alf']","['alfa', 'alf']","['alfa', 'alf']"
alfonso,['alfonso'],['alfonso'],['alfonso']
alfr,"['alfred', 'alfreds']","['alfr', 'alfr']","['alfr', 'alfr']"
alfredo,['alfredo'],['alfredo'],['alfredo']
alfresco,['alfresco'],['alfresco'],['alfresco']
alg,"['algerian', 'alger']","['algerian', 'alger']","['algerian', 'alger']"
alga,['algae'],['alga'],['alga']
algaecid,['algaecide'],['algaecid'],['algaecid']
algebr,['algebra'],['algebra'],['algebra']
algebra,"['algebraic', 'algebraically']","['algebra', 'algebra']","['algebra', 'algebra']"
alger,['algeria'],['algeria'],['algeria']
algin,['alginates'],['algin'],['algin']
algol,['algol'],['algol'],['algol']
algorithm,['algorithm'],['algorithm'],['algorithm']
alia,['alias'],['alia'],['alia']
aliah,['aliah'],['aliah'],['aliah']
alib,"['alibi', 'alibis']","['alibi', 'alibi']","['alibi', 'alibi']"
alic,['alicia'],['alicia'],['alicia']
alien,['alienus'],['alienu'],['alienus']
alight,['alight'],['alight'],['alight']
align,"['aligned', 'aligning', 'align', 'alignments', 'alignment']","['align', 'align', 'align', 'align', 'align']","['align', 'align', 'align', 'align', 'align']"
alik,['alike'],['alik'],['alik']
alimony,['alimony'],['alimoni'],['alimoni']
aliquot,['aliquots'],['aliquot'],['aliquot']
alison,['alison'],['alison'],['alison']
alix,"['alixs', 'alix']","['alix', 'alix']","['alix', 'alix']"
alizarin,['alizarin'],['alizarin'],['alizarin']
alk,['alkalis'],['alkali'],['alkali']
alkal,['alkali'],['alkali'],['alkali']
alkalin,['alkaline'],['alkalin'],['alkalin']
alkaloid,['alkaloids'],['alkaloid'],['alkaloid']
alkylarysulfon,['alkylarysulfonate'],['alkylarysulfon'],['alkylarysulfon']
alkylbenzenesulfon,['alkylbenzenesulfonates'],['alkylbenzenesulfon'],['alkylbenzenesulfon']
all,['alla'],['alla'],['alla']
allah,['allah'],['allah'],['allah']
allay,['allay'],['allay'],['allay']
alleg,"['allegoric', 'alleged', 'allege', 'alleging', 'allegorical', 'allegations', 'allegedly', 'allegory']","['allegor', 'alleg', 'alleg', 'alleg', 'allegor', 'alleg', 'allegedli', 'allegori']","['allegor', 'alleg', 'alleg', 'alleg', 'allegor', 'alleg', 'alleg', 'allegori']"
allegheny,"['alleghenies', 'allegheny']","['allegheni', 'allegheni']","['allegheni', 'allegheni']"
allegrett,['allegretti'],['allegretti'],['allegretti']
allegro,['allegro'],['allegro'],['allegro']
allegy,"['allegiance', 'allegiances']","['allegi', 'allegi']","['allegi', 'allegi']"
allemand,['allemands'],['allemand'],['allemand']
allerg,['allergic'],['allerg'],['allerg']
allergy,"['allergies', 'allergy']","['allergi', 'allergi']","['allergi', 'allergi']"
allevy,"['alleviate', 'alleviating', 'alleviation']","['allevi', 'allevi', 'allevi']","['allevi', 'allevi', 'allevi']"
alley,"['alleys', 'alley']","['alley', 'alley']","['alley', 'alley']"
alleyway,['alleyways'],['alleyway'],['alleyway']
allig,"['alligatored', 'alligator']","['allig', 'allig']","['allig', 'allig']"
allison,"['allison', 'allisons']","['allison', 'allison']","['allison', 'allison']"
allit,"['alliterative', 'alliteration']","['allit', 'alliter']","['allit', 'alliter']"
alloc,"['allocated', 'allocable', 'allocate', 'allocation', 'allocations']","['alloc', 'alloc', 'alloc', 'alloc', 'alloc']","['alloc', 'alloc', 'alloc', 'alloc', 'alloc']"
allon,['allons'],['allon'],['allon']
allot,"['alloted', 'allotted', 'allotting', 'allotments', 'allotment', 'allot']","['allot', 'allot', 'allot', 'allot', 'allot', 'allot']","['allot', 'allot', 'allot', 'allot', 'allot', 'allot']"
allow,"['allowed', 'allowance', 'allowable', 'allowing', 'allowances', 'allows', 'allow']","['allow', 'allow', 'allow', 'allow', 'allow', 'allow', 'allow']","['allow', 'allow', 'allow', 'allow', 'allow', 'allow', 'allow']"
alloy,"['alloys', 'alloy']","['alloy', 'alloy']","['alloy', 'alloy']"
allso,['allso'],['allso'],['allso']
allst,['allstates'],['allstat'],['allstat']
allud,"['alluded', 'alluding', 'allusion', 'alludes', 'allusions', 'allusiveness']","['allud', 'allud', 'allus', 'allud', 'allus', 'allus']","['allud', 'allud', 'allus', 'allud', 'allus', 'allus']"
alm,['alma'],['alma'],['alma']
almad,['almaden'],['almaden'],['almaden']
almagest,['almagest'],['almagest'],['almagest']
almanac,['almanac'],['almanac'],['almanac']
almighty,['almighty'],['almighti'],['almighti']
almond,"['almond', 'almonds']","['almond', 'almond']","['almond', 'almond']"
almost,['almost'],['almost'],['almost']
alo,['aloes'],['alo'],['alo']
aloft,['aloft'],['aloft'],['aloft']
alokut,['alokut'],['alokut'],['alokut']
alon,"['alone', 'aloneness']","['alon', 'alon']","['alon', 'alon']"
along,['along'],['along'],['along']
alongsid,['alongside'],['alongsid'],['alongsid']
aloof,"['aloof', 'aloofness']","['aloof', 'aloof']","['aloof', 'aloof']"
aloud,['aloud'],['aloud'],['aloud']
alp,"['alps', 'alpers']","['alp', 'alper']","['alp', 'alper']"
alpert,"['alperts', 'alpert']","['alpert', 'alpert']","['alpert', 'alpert']"
alph,['alpha'],['alpha'],['alpha']
alphabet,"['alphabetic', 'alphabetized', 'alphabetical', 'alphabet']","['alphabet', 'alphabet', 'alphabet', 'alphabet']","['alphabet', 'alphabet', 'alphabet', 'alphabet']"
alpharett,['alpharetta'],['alpharetta'],['alpharetta']
alphons,['alphonse'],['alphons'],['alphons']
alreadeh,['alreadeh'],['alreadeh'],['alreadeh']
als,"['alsing', 'alsatian', 'alsatians']","['als', 'alsatian', 'alsatian']","['als', 'alsatian', 'alsatian']"
alsop,['alsop'],['alsop'],['alsop']
alt,"['altered', 'altering', 'alteration', 'altar', 'alter', 'alterations', 'alters']","['alter', 'alter', 'alter', 'altar', 'alter', 'alter', 'alter']","['alter', 'alter', 'alter', 'altar', 'alter', 'alter', 'alter']"
altair,['altairians'],['altairian'],['altairian']
altenburg,['altenburg'],['altenburg'],['altenburg']
alterc,['altercation'],['alterc'],['alterc']
alterm,['alterman'],['alterman'],['alterman']
altern,"['alternated', 'alternate', 'alternative', 'alternating', 'alternation', 'alternatives', 'alternately', 'alternatively']","['altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern']","['altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern']"
altha,['althaus'],['althau'],['althaus']
althe,['althea'],['althea'],['althea']
altho,['altho'],['altho'],['altho']
altitud,['altitude'],['altitud'],['altitud']
alto,['alto'],['alto'],['alto']
altogeth,['altogether'],['altogeth'],['altogeth']
alton,['alton'],['alton'],['alton']
altru,"['altruism', 'altruistically']","['altruism', 'altruist']","['altruism', 'altruist']"
alumin,['aluminum'],['aluminum'],['aluminum']
alumn,['alumni'],['alumni'],['alumni']
alumna,['alumnae'],['alumna'],['alumna']
alund,['alundum'],['alundum'],['alundum']
alusik,"['alusik', 'alusiks']","['alusik', 'alusik']","['alusik', 'alusik']"
alv,"['alva', 'alvise']","['alva', 'alvis']","['alva', 'alvis']"
alvarez,['alvarez'],['alvarez'],['alvarez']
alvear,['alvear'],['alvear'],['alvear']
alveol,"['alveoli', 'alveolar', 'alveolus']","['alveoli', 'alveolar', 'alveolu']","['alveoli', 'alveolar', 'alveolus']"
alvin,['alvin'],['alvin'],['alvin']
alwin,['alwin'],['alwin'],['alwin']
aly,"['alienated', 'alienate', 'alien', 'alienation', 'alienates', 'aliens']","['alien', 'alien', 'alien', 'alien', 'alien', 'alien']","['alien', 'alien', 'alien', 'alien', 'alien', 'alien']"
am,"['ama', 'amicable', 'amenable', 'amateurish', 'amaral', 'amoral', 'americanism', 'american', 'amen', 'amateur', 'amis', 'americans', 'amateurs', 'amateurishness', 'amorous', 'amorist', 'amicably', 'amory', 'amatory', 'amorality', 'amity']","['ama', 'amic', 'amen', 'amateurish', 'amar', 'amor', 'american', 'american', 'amen', 'amateur', 'ami', 'american', 'amateur', 'amateurish', 'amor', 'amorist', 'amic', 'amori', 'amatori', 'amor', 'amiti']","['ama', 'amic', 'amen', 'amateurish', 'amar', 'amor', 'american', 'american', 'amen', 'amateur', 'ami', 'american', 'amateur', 'amateurish', 'amor', 'amorist', 'amic', 'amori', 'amatori', 'amor', 'amiti']"
