Snowball,Original,Porter,Lancaster
afford,"['afforded', 'afford', 'affording', 'affords']","['afford', 'afford', 'afford', 'afford']","['afford', 'afford', 'afford', 'afford']"
affront,"['affronted', 'affronting', 'affront']","['affront', 'affront', 'affront']","['affront', 'affront', 'affront']"
afghan,"['afghan', 'afghans']","['afghan', 'afghan']","['afgh', 'afgh']"
aficionado,['aficionado'],['aficionado'],['aficionado']
afield,['afield'],['afield'],['afield']
afir,['afire'],['afir'],['afir']
afl,['afl'],['afl'],['afl']
aflam,['aflame'],['aflam'],['aflam']
afloat,['afloat'],['afloat'],['aflo']
afoot,['afoot'],['afoot'],['afoot']
aforement,['aforementioned'],['aforement'],['af']
aforesaid,['aforesaid'],['aforesaid'],['aforesaid']
aforethought,['aforethought'],['aforethought'],['aforethought']
afraid,['afraid'],['afraid'],['afraid']
afranio,['afranio'],['afranio'],['afranio']
afresh,['afresh'],['afresh'],['afresh']
africa,['africa'],['africa'],['afric']
african,"['african', 'africans']","['african', 'african']","['afr', 'afr']"
afrika,['afrika'],['afrika'],['afrik']
afriqu,['afrique'],['afriqu'],['afr']
afro,['afro'],['afro'],['afro']
aft,['aft'],['aft'],['aft']
aftermath,['aftermath'],['aftermath'],['afterma']
afternoon,"['afternoon', 'afternoons']","['afternoon', 'afternoon']","['afternoon', 'afternoon']"
afterward,"['afterward', 'afterwards']","['afterward', 'afterward']","['afterward', 'afterward']"
aftuh,['aftuh'],['aftuh'],['aftuh']
again,['again'],['again'],['again']
against,['against'],['against'],['against']
agamemnon,"['agamemnon', 'agamemnons']","['agamemnon', 'agamemnon']","['agamemnon', 'agamemnon']"
agat,['agates'],['agat'],['ag']
agatha,['agatha'],['agatha'],['agath']
agayn,['agayne'],['agayn'],['agayn']
age,"['aged', 'agee', 'age', 'aging', 'ages']","['age', 'age', 'age', 'age', 'age']","['ag', 'ag', 'ag', 'ag', 'ag']"
ageless,['ageless'],['ageless'],['ageless']
agenc,"['agencies', 'agency']","['agenc', 'agenc']","['ag', 'ag']"
agenda,['agenda'],['agenda'],['agend']
agent,"['agents', 'agent']","['agent', 'agent']","['ag', 'ag']"
ager,"['ager', 'agers']","['ager', 'ager']","['ag', 'ag']"
aggi,"['aggie', 'aggies']","['aggi', 'aggi']","['aggy', 'aggy']"
agglomer,"['agglomerate', 'agglomeration']","['agglomer', 'agglomer']","['agglom', 'agglom']"
agglutin,"['agglutinating', 'agglutination']","['agglutin', 'agglutin']","['agglutin', 'agglutin']"
agglutinin,"['agglutinin', 'agglutinins']","['agglutinin', 'agglutinin']","['agglutinin', 'agglutinin']"
aggrandis,['aggrandisement'],['aggrandis'],['aggrand']
aggrandiz,['aggrandizement'],['aggrandiz'],['aggrand']
aggrav,"['aggravated', 'aggravate', 'aggravates']","['aggrav', 'aggrav', 'aggrav']","['aggrav', 'aggrav', 'aggrav']"
aggreg,"['aggregate', 'aggregation', 'aggregations']","['aggreg', 'aggreg', 'aggreg']","['aggreg', 'aggreg', 'aggreg']"
aggress,"['aggressive', 'aggression', 'aggressions', 'aggressiveness', 'aggressively']","['aggress', 'aggress', 'aggress', 'aggress', 'aggress']","['aggress', 'aggress', 'aggress', 'aggress', 'aggress']"
aggressor,['aggressor'],['aggressor'],['aggress']
aggriev,['aggrieved'],['aggriev'],['aggriev']
aghast,['aghast'],['aghast'],['aghast']
agil,"['agile', 'agilely', 'agility']","['agil', 'agil', 'agil']","['agil', 'agil', 'agil']"
agin,['agin'],['agin'],['agin']
agit,"['agitated', 'agitate', 'agitating', 'agitation', 'agitator', 'agitators']","['agit', 'agit', 'agit', 'agit', 'agit', 'agit']","['agit', 'agit', 'agit', 'agit', 'agit', 'agit']"
agleam,['agleam'],['agleam'],['agleam']
agn,['agnes'],['agn'],['agn']
agnes,['agnese'],['agnes'],['agnes']
agnomen,['agnomen'],['agnomen'],['agnom']
agnost,['agnostics'],['agnost'],['agnost']
ago,['ago'],['ago'],['ago']
agoeng,['agoeng'],['agoeng'],['agoeng']
agon,"['agonized', 'agone', 'agonizing', 'agonizes']","['agon', 'agon', 'agon', 'agon']","['agon', 'agon', 'agon', 'agon']"
agonal,['agonale'],['agonal'],['agon']
agoni,"['agonies', 'agony']","['agoni', 'agoni']","['agony', 'agony']"
agrarian,['agrarian'],['agrarian'],['agr']
agre,"['agreed', 'agree', 'agreeing', 'agrees']","['agre', 'agre', 'agre', 'agre']","['agree', 'agr', 'agr', 'agr']"
agreeabl,"['agreeable', 'agreeableness', 'agreeably']","['agreeabl', 'agreeabl', 'agreeabl']","['agr', 'agr', 'agr']"
agreement,"['agreements', 'agreement']","['agreement', 'agreement']","['agr', 'agr']"
agricola,['agricolas'],['agricola'],['agricola']
agricultur,"['agriculture', 'agricultural', 'agricultures', 'agriculturally']","['agricultur', 'agricultur', 'agricultur', 'agricultur']","['agricult', 'agricult', 'agricult', 'agricult']"
agrippa,['agrippa'],['agrippa'],['agripp']
agrobacterium,['agrobacterium'],['agrobacterium'],['agrobacter']
agu,['ague'],['agu'],['agu']
ah,['ah'],['ah'],['ah']
ahah,['ahah'],['ahah'],['ahah']
ahead,['ahead'],['ahead'],['ahead']
ahem,['ahem'],['ahem'],['ahem']
ahm,['ahm'],['ahm'],['ahm']
ahmad,"['ahmad', 'ahmads']","['ahmad', 'ahmad']","['ahmad', 'ahmad']"
ahmet,['ahmet'],['ahmet'],['ahmet']
ahmiri,['ahmiri'],['ahmiri'],['ahmir']
ahren,['ahrens'],['ahren'],['ahr']
ai,['ai'],['ai'],['ai']
aia,['aia'],['aia'],['ai']
aich,['aiche'],['aich'],['aich']
aid,"['aided', 'aid', 'aide', 'aiding', 'aids', 'aides']","['aid', 'aid', 'aid', 'aid', 'aid', 'aid']","['aid', 'aid', 'aid', 'aid', 'aid', 'aid']"
aida,['aida'],['aida'],['aid']
aiee,['aiee'],['aiee'],['ai']
aiken,['aiken'],['aiken'],['aik']
aikin,['aikin'],['aikin'],['aikin']
ail,['ailing'],['ail'],['ail']
aileron,['ailerons'],['aileron'],['aileron']
ailey,"['aileys', 'ailey']","['ailey', 'ailey']","['ailey', 'ailey']"
ailment,"['ailments', 'ailment']","['ailment', 'ailment']","['ail', 'ail']"
aim,"['aimed', 'aiming', 'aim', 'aims']","['aim', 'aim', 'aim', 'aim']","['aim', 'aim', 'aim', 'aim']"
aimless,"['aimless', 'aimlessly']","['aimless', 'aimlessli']","['aimless', 'aimless']"
aimo,['aimo'],['aimo'],['aimo']
ainsley,['ainsley'],['ainsley'],['ainsley']
ainsworth,['ainsworth'],['ainsworth'],['ainswor']
aint,['aint'],['aint'],['aint']
ainu,['ainu'],['ainu'],['ainu']
ainus,['ainus'],['ainu'],['ain']
air,"['aired', 'air', 'airs']","['air', 'air', 'air']","['air', 'air', 'air']"
airborn,['airborne'],['airborn'],['airborn']
aircraft,"['aircrafts', 'aircraft']","['aircraft', 'aircraft']","['aircraft', 'aircraft']"
airdrop,['airdrops'],['airdrop'],['airdrop']
airedal,['airedale'],['airedal'],['air']
airfield,"['airfield', 'airfields']","['airfield', 'airfield']","['airfield', 'airfield']"
airflow,['airflow'],['airflow'],['airflow']
airfram,['airframe'],['airfram'],['airfram']
airi,['airy'],['airi'],['airy']
airili,['airily'],['airili'],['airy']
airless,['airless'],['airless'],['airless']
airlift,['airlift'],['airlift'],['airlift']
airlin,"['airline', 'airlines']","['airlin', 'airlin']","['airlin', 'airlin']"
airlock,['airlock'],['airlock'],['airlock']
airmail,['airmail'],['airmail'],['airmail']
airman,['airmans'],['airman'],['airm']
airmen,['airmen'],['airmen'],['airm']
airpark,['airpark'],['airpark'],['airpark']
airplan,"['airplane', 'airplanes']","['airplan', 'airplan']","['airpl', 'airpl']"
airport,"['airports', 'airport']","['airport', 'airport']","['airport', 'airport']"
airspe,['airspeed'],['airspe'],['airspee']
airstrip,"['airstrip', 'airstrips']","['airstrip', 'airstrip']","['airstrip', 'airstrip']"
airway,['airways'],['airway'],['airway']
aisl,['aisle'],['aisl'],['aisl']
aj,['aj'],['aj'],['aj']
aja,['aja'],['aja'],['aj']
ajar,['ajar'],['ajar'],['aj']
ajb,['ajb'],['ajb'],['ajb']
ajk,['ajk'],['ajk'],['ajk']
akc,['akc'],['akc'],['akc']
akin,['akin'],['akin'],['akin']
akita,['akita'],['akita'],['akit']
akron,['akron'],['akron'],['akron']
aku,['aku'],['aku'],['aku']
al,"['al', 'als']","['al', 'al']","['al', 'al']"
ala,"['ala', 'alas']","['ala', 'ala']","['al', 'ala']"
alabama,"['alabama', 'alabamas']","['alabama', 'alabama']","['alabam', 'alabama']"
alabaman,['alabamans'],['alabaman'],['alabam']
alabamian,['alabamian'],['alabamian'],['alabam']
alabast,['alabaster'],['alabast'],['alabast']
alacr,['alacrity'],['alacr'],['alacr']
alai,['alai'],['alai'],['ala']
alain,['alain'],['alain'],['alain']
alam,['alam'],['alam'],['alam']
alamein,['alamein'],['alamein'],['alamein']
alamo,['alamo'],['alamo'],['alamo']
alamogordo,['alamogordo'],['alamogordo'],['alamogordo']
alan,['alan'],['alan'],['al']
alarm,"['alarmed', 'alarming', 'alarm', 'alarms', 'alarmingly']","['alarm', 'alarm', 'alarm', 'alarm', 'alarmingli']","['alarm', 'alarm', 'alarm', 'alarm', 'alarm']"
alarmist,['alarmist'],['alarmist'],['alarm']
alaska,['alaska'],['alaska'],['alask']
alastor,['alastor'],['alastor'],['alast']
alba,['alba'],['alba'],['alb']
albacor,['albacore'],['albacor'],['albac']
albani,['albany'],['albani'],['albany']
albania,['albania'],['albania'],['alban']
albanian,"['albanian', 'albanians']","['albanian', 'albanian']","['alb', 'alb']"
albeit,['albeit'],['albeit'],['albeit']
alber,['albers'],['alber'],['alb']
albert,['albert'],['albert'],['albert']
alberto,['alberto'],['alberto'],['alberto']
albican,['albicans'],['albican'],['alb']
albright,"['albrights', 'albright']","['albright', 'albright']","['albright', 'albright']"
album,"['album', 'albums']","['album', 'album']","['alb', 'album']"
albumin,['albumin'],['albumin'],['albumin']
alchemi,['alchemy'],['alchemi'],['alchemy']
alcibiad,['alcibiades'],['alcibiad'],['alcibiad']
alcin,['alcinous'],['alcin'],['alcin']
alcohol,"['alcoholic', 'alcohol', 'alcoholism', 'alcoholics', 'alcohols']","['alcohol', 'alcohol', 'alcohol', 'alcohol', 'alcohol']","['alcohol', 'alcohol', 'alcohol', 'alcohol', 'alcohol']"
alcorn,['alcorn'],['alcorn'],['alcorn']
alcott,['alcotts'],['alcott'],['alcot']
alcov,['alcoves'],['alcov'],['alcov']
alden,['alden'],['alden'],['ald']
alderman,['alderman'],['alderman'],['alderm']
aldermen,['aldermen'],['aldermen'],['alderm']
aldo,['aldo'],['aldo'],['aldo']
aldridg,['aldridge'],['aldridg'],['aldridg']
ale,['ale'],['ale'],['al']
alec,"['alec', 'alecs']","['alec', 'alec']","['alec', 'alec']"
aleck,['aleck'],['aleck'],['aleck']
alemagna,['alemagna'],['alemagna'],['alemagn']
alert,"['alerted', 'alerting', 'alertness', 'alerts', 'alert', 'alertly']","['alert', 'alert', 'alert', 'alert', 'alert', 'alertli']","['alert', 'alert', 'alert', 'alert', 'alert', 'alert']"
alessio,['alessio'],['alessio'],['alessio']
alex,"['alexs', 'alex']","['alex', 'alex']","['alex', 'alex']"
alexand,"['alexander', 'alexanders']","['alexand', 'alexand']","['alexand', 'alexand']"
alexandr,['alexandre'],['alexandr'],['alexandr']
alexandria,['alexandria'],['alexandria'],['alexandr']
alexei,['alexei'],['alexei'],['alexe']
alexeyeva,['alexeyeva'],['alexeyeva'],['alexeyev']
alexi,['alexis'],['alexi'],['alex']
alf,['alf'],['alf'],['alf']
alfa,['alfa'],['alfa'],['alf']
alfonso,['alfonso'],['alfonso'],['alfonso']
alfr,"['alfred', 'alfreds']","['alfr', 'alfr']","['alfr', 'alfr']"
alfredo,['alfredo'],['alfredo'],['alfredo']
alfresco,['alfresco'],['alfresco'],['alfresco']
alga,['algae'],['alga'],['alga']
algaecid,['algaecide'],['algaecid'],['algaecid']
algebra,"['algebra', 'algebraic', 'algebraically']","['algebra', 'algebra', 'algebra']","['algebr', 'algebra', 'algebra']"
alger,['alger'],['alger'],['alg']
algeria,['algeria'],['algeria'],['alger']
algerian,['algerian'],['algerian'],['alg']
algin,['alginates'],['algin'],['algin']
algol,['algol'],['algol'],['algol']
algorithm,['algorithm'],['algorithm'],['algorithm']
alia,"['alia', 'alias']","['alia', 'alia']","['al', 'alia']"
aliah,['aliah'],['aliah'],['aliah']
alibi,"['alibi', 'alibis']","['alibi', 'alibi']","['alib', 'alib']"
alic,['alice'],['alic'],['al']
alicia,['alicia'],['alicia'],['alic']
alien,"['alienated', 'alienate', 'alien', 'alienation', 'alienates', 'aliens']","['alien', 'alien', 'alien', 'alien', 'alien', 'alien']","['aly', 'aly', 'aly', 'aly', 'aly', 'aly']"
alienus,['alienus'],['alienu'],['alien']
alight,['alight'],['alight'],['alight']
align,"['aligned', 'aligning', 'align', 'alignments', 'alignment']","['align', 'align', 'align', 'align', 'align']","['align', 'align', 'align', 'align', 'align']"
alik,['alike'],['alik'],['alik']
alimoni,['alimony'],['alimoni'],['alimony']
aliquot,['aliquots'],['aliquot'],['aliquot']
alison,['alison'],['alison'],['alison']
aliv,['alive'],['aliv'],['al']
alix,"['alixs', 'alix']","['alix', 'alix']","['alix', 'alix']"
alizarin,['alizarin'],['alizarin'],['alizarin']
alkali,"['alkali', 'alkalis']","['alkali', 'alkali']","['alkal', 'alk']"
alkalin,['alkaline'],['alkalin'],['alkalin']
alkaloid,['alkaloids'],['alkaloid'],['alkaloid']
alkylarysulfon,['alkylarysulfonate'],['alkylarysulfon'],['alkylarysulfon']
alkylbenzenesulfon,['alkylbenzenesulfonates'],['alkylbenzenesulfon'],['alkylbenzenesulfon']
alla,['alla'],['alla'],['all']
allah,['allah'],['allah'],['allah']
allan,['allan'],['allan'],['al']
allay,['allay'],['allay'],['allay']
alleg,"['alleged', 'allege', 'alleging', 'allegations', 'allegedly']","['alleg', 'alleg', 'alleg', 'alleg', 'allegedli']","['alleg', 'alleg', 'alleg', 'alleg', 'alleg']"
allegheni,"['alleghenies', 'allegheny']","['allegheni', 'allegheni']","['allegheny', 'allegheny']"
allegi,"['allegiance', 'allegiances']","['allegi', 'allegi']","['allegy', 'allegy']"
allegor,"['allegoric', 'allegorical']","['allegor', 'allegor']","['alleg', 'alleg']"
allegori,['allegory'],['allegori'],['alleg']
allegretti,['allegretti'],['allegretti'],['allegrett']
allegro,['allegro'],['allegro'],['allegro']
allemand,['allemands'],['allemand'],['allemand']
allen,"['allen', 'allens']","['allen', 'allen']","['al', 'al']"
allerg,['allergic'],['allerg'],['allerg']
allergi,"['allergies', 'allergy']","['allergi', 'allergi']","['allergy', 'allergy']"
allevi,"['alleviate', 'alleviating', 'alleviation']","['allevi', 'allevi', 'allevi']","['allevy', 'allevy', 'allevy']"
alley,"['alleys', 'alley']","['alley', 'alley']","['alley', 'alley']"
alleyway,['alleyways'],['alleyway'],['alleyway']
alli,"['allied', 'allies', 'ally']","['alli', 'alli', 'alli']","['al', 'al', 'al']"
allianc,"['alliance', 'alliances']","['allianc', 'allianc']","['al', 'al']"
allig,"['alligatored', 'alligator']","['allig', 'allig']","['allig', 'allig']"
allison,"['allison', 'allisons']","['allison', 'allison']","['allison', 'allison']"
allit,['alliterative'],['allit'],['allit']
alliter,['alliteration'],['alliter'],['allit']
alloc,"['allocated', 'allocable', 'allocate', 'allocation', 'allocations']","['alloc', 'alloc', 'alloc', 'alloc', 'alloc']","['alloc', 'alloc', 'alloc', 'alloc', 'alloc']"
allon,['allons'],['allon'],['allon']
allot,"['alloted', 'allotted', 'allotting', 'allotments', 'allotment', 'allot']","['allot', 'allot', 'allot', 'allot', 'allot', 'allot']","['allot', 'allot', 'allot', 'allot', 'allot', 'allot']"
allow,"['allowed', 'allowance', 'allowable', 'allowing', 'allowances', 'allows', 'allow']","['allow', 'allow', 'allow', 'allow', 'allow', 'allow', 'allow']","['allow', 'allow', 'allow', 'allow', 'allow', 'allow', 'allow']"
alloy,"['alloys', 'alloy']","['alloy', 'alloy']","['alloy', 'alloy']"
allso,['allso'],['allso'],['allso']
allstat,['allstates'],['allstat'],['allst']
allud,"['alluded', 'alluding', 'alludes']","['allud', 'allud', 'allud']","['allud', 'allud', 'allud']"
allur,"['allure', 'alluring', 'allurement']","['allur', 'allur', 'allur']","['al', 'al', 'al']"
allus,"['allusion', 'allusions', 'allusiveness']","['allus', 'allus', 'allus']","['allud', 'allud', 'allud']"
alma,['alma'],['alma'],['alm']
almaden,['almaden'],['almaden'],['almad']
almagest,['almagest'],['almagest'],['almagest']
almanac,['almanac'],['almanac'],['almanac']
almighti,['almighty'],['almighti'],['almighty']
almond,"['almond', 'almonds']","['almond', 'almond']","['almond', 'almond']"
almost,['almost'],['almost'],['almost']
alo,['aloes'],['alo'],['alo']
aloft,['aloft'],['aloft'],['aloft']
alokut,['alokut'],['alokut'],['alokut']
alon,"['alone', 'aloneness']","['alon', 'alon']","['alon', 'alon']"
along,['along'],['along'],['along']
alongsid,['alongside'],['alongsid'],['alongsid']
aloof,"['aloof', 'aloofness']","['aloof', 'aloof']","['aloof', 'aloof']"
alor,['alors'],['alor'],['al']
aloud,['aloud'],['aloud'],['aloud']
alp,['alps'],['alp'],['alp']
alper,['alpers'],['alper'],['alp']
alpert,"['alperts', 'alpert']","['alpert', 'alpert']","['alpert', 'alpert']"
alpha,['alpha'],['alpha'],['alph']
alphabet,"['alphabetic', 'alphabetized', 'alphabetical', 'alphabet']","['alphabet', 'alphabet', 'alphabet', 'alphabet']","['alphabet', 'alphabet', 'alphabet', 'alphabet']"
alpharetta,['alpharetta'],['alpharetta'],['alpharett']
alphons,['alphonse'],['alphons'],['alphons']
alreadeh,['alreadeh'],['alreadeh'],['alreadeh']
als,['alsing'],['als'],['als']
alsatian,"['alsatian', 'alsatians']","['alsatian', 'alsatian']","['als', 'als']"
alsop,['alsop'],['alsop'],['alsop']
altairian,['altairians'],['altairian'],['altair']
altar,['altar'],['altar'],['alt']
altenburg,['altenburg'],['altenburg'],['altenburg']
alter,"['altered', 'altering', 'alteration', 'alter', 'alterations', 'alters']","['alter', 'alter', 'alter', 'alter', 'alter', 'alter']","['alt', 'alt', 'alt', 'alt', 'alt', 'alt']"
alterc,['altercation'],['alterc'],['alterc']
alterman,['alterman'],['alterman'],['alterm']
altern,"['alternated', 'alternate', 'alternative', 'alternating', 'alternation', 'alternatives', 'alternately', 'alternatively']","['altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern']","['altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern', 'altern']"
althaus,['althaus'],['althau'],['altha']
althea,['althea'],['althea'],['althe']
altho,['altho'],['altho'],['altho']
altitud,['altitude'],['altitud'],['altitud']
alto,['alto'],['alto'],['alto']
altogeth,['altogether'],['altogeth'],['altogeth']
alton,['alton'],['alton'],['alton']
altruism,['altruism'],['altruism'],['altru']
altruist,['altruistically'],['altruist'],['altru']
alum,['alum'],['alum'],['al']
aluminum,['aluminum'],['aluminum'],['alumin']
alumna,['alumnae'],['alumna'],['alumna']
alumni,['alumni'],['alumni'],['alumn']
alundum,['alundum'],['alundum'],['alund']
alusik,"['alusik', 'alusiks']","['alusik', 'alusik']","['alusik', 'alusik']"
alva,['alva'],['alva'],['alv']
alvarez,['alvarez'],['alvarez'],['alvarez']
alvear,['alvear'],['alvear'],['alvear']
alveolar,['alveolar'],['alveolar'],['alveol']
alveoli,['alveoli'],['alveoli'],['alveol']
alveolus,['alveolus'],['alveolu'],['alveol']
