,Original,Porter,Lancaster,Snowball
3063,scandinavians,scandinavian,scandinav,scandinavian
3064,todmans,todman,todm,todman
3065,lohmans,lohman,lohm,lohman
3066,romans,roman,rom,roman
3067,salesmans,salesman,salesm,salesman
3068,schumans,schuman,schumans,schuman
3069,sloans,sloan,slo,sloan
3070,sans,san,san,san
3071,manhattans,manhattan,manhat,manhattan
3072,saens,saen,saen,saen
3073,widens,widen,wid,widen
3074,greens,green,green,green
3075,goitrogens,goitrogen,goitrog,goitrogen
3076,aliens,alien,aly,alien
3077,allens,allen,al,allen
3078,longshoremens,longshoremen,longshorem,longshoremen
3079,opens,open,op,open
3080,loosens,loosen,loos,loosen
3081,brightens,brighten,bright,brighten
3082,devens,deven,dev,deven
3083,reigns,reign,reign,reign
3084,ins,in,in,in
3085,complains,complain,complain,complain
3086,sprains,sprain,sprains,sprain
3087,contains,contain,contain,contain
3088,putains,putain,putain,putain
3089,steins,stein,stein,stein
3090,newbiggins,newbiggin,newbiggin,newbiggin
3091,potemkins,potemkin,potemkin,potemkin
3092,skins,skin,skin,skin
3093,macklins,macklin,macklin,macklin
3094,berlins,berlin,berlin,berlin
3095,joins,join,join,join
3096,moccasins,moccasin,moccasin,moccasin
3097,jannequins,jannequin,jannequin,jannequin
3098,lincolns,lincoln,lincoln,lincoln
3099,eichmanns,eichmann,eichman,eichmann
3100,dunns,dunn,dun,dunn
3101,tendons,tendon,tendon,tendon
3102,theons,theon,theon,theon
3103,ions,ion,ion,ion
3104,battalions,battalion,bat,battalion
3105,companions,companion,comp,companion
3106,decisions,decis,decid,decis
3107,compulsions,compuls,compuls,compuls
3108,tensions,tension,tend,tension
3109,confessions,confess,confess,confess
3110,obsessions,obsess,obsess,obsess
3111,discussions,discuss,discuss,discuss
3112,contusions,contus,contud,contus
3113,unifications,unif,un,unif
3114,authentications,authent,auth,authent
3115,liquidations,liquid,liquid,liquid
3116,aggregations,aggreg,aggreg,aggreg
3117,affiliations,affili,affy,affili
3118,revelations,revel,revel,revel
3119,tabulations,tabul,tab,tabul
3120,formulations,formul,form,formul
3121,malformations,malform,malform,malform
3122,imaginations,imagin,imagin,imagin
3123,intonations,inton,inton,inton
3124,abberations,abber,ab,abber
3125,generations,gener,gen,generat
3126,aberrations,aberr,aber,aberr
3127,configurations,configur,config,configur
3128,citations,citat,cit,citat
3129,plantations,plantat,plant,plantat
3130,connotations,connot,connot,connot
3131,mutations,mutat,mut,mutat
3132,derivations,deriv,der,deriv
3133,civilizations,civil,civil,civil
3134,satisfactions,satisfact,satisfact,satisfact
3135,imperfections,imperfect,imperfect,imperfect
3136,recollections,recollect,recollect,recollect
3137,predictions,predict,predict,predict
3138,injunctions,injunct,injunct,injunct
3139,misconstructions,misconstruct,misconstruct,misconstruct
3140,expeditions,expedit,expedit,expedit
3141,transitions,transit,transit,transit
3142,petitions,petit,petit,petit
3143,conventions,convent,conv,convent
3144,receptions,recept,receiv,recept
3145,circonscriptions,circonscript,circonscrib,circonscript
3146,assertions,assert,assert,assert
3147,contributions,contribut,contribut,contribut
3148,institutions,institut,institut,institut
3149,demons,demon,demon,demon
3150,canons,canon,canon,canon
3151,moons,moon,moon,moon
3152,coupons,coupon,coupon,coupon
3153,electrons,electron,electron,electron
3154,richardsons,richardson,richardson,richardson
3155,comparisons,comparison,comparison,comparison
3156,chansons,chanson,chanson,chanson
3157,parsons,parson,parson,parson
3158,watsons,watson,watson,watson
3159,carletons,carleton,carleton,carleton
3160,britons,briton,briton,briton
3161,edgertons,edgerton,edgerton,edgerton
3162,buttons,button,button,button
3163,runyons,runyon,runyon,runyon
3164,karns,karn,karn,karn
3165,patterns,pattern,pattern,pattern
3166,horns,horn,horn,horn
3167,turns,turn,turn,turn
3168,injuns,injun,injun,injun
3169,lawns,lawn,lawn,lawn
3170,browns,brown,brown,brown
3171,laos,lao,lao,lao
3172,barcos,barco,barco,barco
3173,quasimodos,quasimodo,quasimodo,quasimodo
3174,galapagos,galapago,galapago,galapago
3175,ethos,etho,etho,etho
3176,scenarios,scenario,scenario,scenario
3177,halos,halo,halo,halo
3178,solos,solo,solo,solo
3179,nos,no,nos,nos
3180,casinos,casino,casino,casino
3181,moos,moo,moo,moo
3182,ciceros,cicero,cicero,cicero
3183,pietros,pietro,pietro,pietro
3184,staccatos,staccato,staccato,staccato
3185,asbestos,asbesto,asbesto,asbesto
3186,palazzos,palazzo,palazzo,palazzo
3187,japs,jap,jap,jap
3188,scraps,scrap,scraps,scrap
3189,deeps,deep,deep,deep
3190,fps,fp,fps,fps
3191,relationships,relationship,rel,relationship
3192,fellowships,fellowship,fellow,fellowship
3193,slips,slip,slip,slip
3194,filmstrips,filmstrip,filmstrip,filmstrip
3195,camps,camp,camp,camp
3196,printemps,printemp,printemp,printemp
3197,stumps,stump,stump,stump
3198,workshops,workshop,workshop,workshop
3199,verloops,verloop,verloop,verloop
3200,dewdrops,dewdrop,dewdrop,dewdrop
3201,schnapps,schnapp,schnapps,schnapp
3202,ups,up,up,up
3203,coups,coup,coup,coup
3204,handlebars,handlebar,handleb,handlebar
3205,forbears,forbear,forbear,forbear
3206,arrears,arrear,arrear,arrear
3207,cigars,cigar,cig,cigar
3208,collars,collar,coll,collar
3209,ditmars,ditmar,ditm,ditmar
3210,boyars,boyar,boy,boyar
3211,albers,alber,alb,alber
3212,tubers,tuber,tub,tuber
3213,announcers,announc,annount,announc
3214,homesteaders,homestead,homestead,homestead
3215,gliders,glider,glid,glider
3216,homebuilders,homebuild,homebuild,homebuild
3217,stockholders,stockhold,stockhold,stockhold
3218,glanders,glander,gland,glander
3219,wanders,wander,wand,wander
3220,binders,binder,bind,binder
3221,blunders,blunder,blund,blunder
3222,marauders,maraud,maraud,maraud
3223,bandoleers,bandol,bandol,bandol
3224,racketeers,racket,racket,racket
3225,offers,offer,off,offer
3226,dagers,dager,dag,dager
3227,legers,leger,leg,leger
3228,buggers,bugger,bug,bugger
3229,messengers,messeng,messeng,messeng
3230,bergers,berger,berg,berger
3231,teachers,teacher,teach,teacher
3232,telegraphers,telegraph,telegraph,telegraph
3233,dishwashers,dishwash,dishwash,dishwash
3234,leathers,leather,leath,leather
3235,panthers,panther,panth,panther
3236,luthers,luther,luth,luther
3237,chandeliers,chandeli,chand,chandeli
3238,terriers,terrier,terry,terrier
3239,beakers,beaker,beak,beaker
3240,noisemakers,noisemak,noisemak,noisemak
3241,skyjackers,skyjack,skyjack,skyjack
3242,rockers,rocker,rock,rocker
3243,freethinkers,freethink,freethink,freethink
3244,hookers,hooker,hook,hooker
3245,coworkers,cowork,cowork,cowork
3246,gobblers,gobbler,gobbl,gobbler
3247,heelers,heeler,heel,heeler
3248,smugglers,smuggler,smuggl,smuggler
3249,footballers,footbal,footbal,footbal
3250,millers,miller,mil,miller
3251,couplers,coupler,coupl,coupler
3252,prowlers,prowler,prowl,prowler
3253,welmers,welmer,welm,welmer
3254,somers,somer,som,somer
3255,copolymers,copolym,copolym,copolym
3256,campaigners,campaign,campaign,campaign
3257,berliners,berlin,berlin,berlin
3258,scanners,scanner,scan,scanner
3259,runners,runner,run,runner
3260,executioners,execution,execut,execution
3261,easterners,eastern,eastern,eastern
3262,downers,downer,down,downer
3263,capers,caper,cap,caper
3264,shopkeepers,shopkeep,shopkeep,shopkeep
3265,tempers,temper,temp,temper
3266,trappers,trapper,trap,trapper
3267,grasshoppers,grasshopp,grasshop,grasshopp
3268,seafarers,seafar,seaf,seafar
3269,admirers,admir,admir,admir
3270,raisers,raiser,rais,raiser
3271,mooncursers,mooncurs,mooncurs,mooncurs
3272,geysers,geyser,geys,geyser
3273,waters,water,wat,water
3274,parameters,paramet,paramet,paramet
3275,neusteters,neustet,neustet,neustet
3276,lighters,lighter,light,lighter
3277,gagwriters,gagwrit,gagwrit,gagwrit
3278,enters,enter,ent,enter
3279,winters,winter,wint,winter
3280,sharpshooters,sharpshoot,sharpshoot,sharpshoot
3281,reporters,report,report,report
3282,masters,master,mast,master
3283,lesters,lester,lest,lester
3284,ministers,minist,min,minist
3285,posters,poster,post,poster
3286,latters,latter,lat,latter
3287,slitters,slitter,slit,slitter
3288,woodcutters,woodcutt,woodcut,woodcutt
3289,leaguers,leaguer,leagu,leaguer
3290,believers,believ,believ,believ
3291,gullivers,gulliv,gul,gulliv
3292,recovers,recov,recov,recov
3293,grovers,grover,grov,grover
3294,interviewers,interview,interview,interview
3295,powers,power,pow,power
3296,layers,layer,lay,layer
3297,brookmeyers,brookmey,brookmey,brookmey
3298,dwyers,dwyer,dwy,dwyer
3299,schweitzers,schweitzer,schweitzers,schweitzer
3300,sidechairs,sidechair,sidechair,sidechair
3301,weirs,weir,weir,weir
3302,neighbors,neighbor,neighb,neighbor
3303,anchors,anchor,anch,anchor
3304,exteriors,exterior,extery,exterior
3305,discolors,discolor,discol,discolor
3306,minors,minor,min,minor
3307,floors,floor,flo,floor
3308,gisors,gisor,gis,gisor
3309,professors,professor,profess,professor
3310,navigators,navig,navig,navig
3311,denominators,denomin,denomin,denomin
3312,decorators,decor,dec,decor
3313,actors,actor,act,actor
3314,abstractors,abstractor,abstract,abstractor
3315,directors,director,direct,director
3316,conductors,conductor,conduc,conductor
3317,auditors,auditor,audit,auditor
3318,inventors,inventor,inv,inventor
3319,distributors,distributor,distribut,distributor
3320,purveyors,purveyor,purvey,purveyor
3321,occurs,occur,occ,occur
3322,provocateurs,provocateur,provoc,provocateur
3323,manhours,manhour,manho,manhour
3324,contours,contour,conto,contour
3325,carcass,carcass,carcass,carcass
3326,cutlass,cutlass,cutlass,cutlass
3327,harass,harass,harass,harass
3328,bess,bess,bess,bess
3329,stewardess,stewardess,stewardess,stewardess
3330,less,less,less,less
3331,endless,endless,endless,endless
3332,faceless,faceless,faceless,faceless
3333,timeless,timeless,timeless,timeless
3334,ceaseless,ceaseless,ceaseless,ceaseless
3335,loveless,loveless,loveless,loveless
3336,worthless,worthless,worthless,worthless
3337,dreamless,dreamless,dreamless,dreamless
3338,skinless,skinless,skinless,skinless
3339,charless,charless,charless,charless
3340,colorless,colorless,colorless,colorless
3341,guiltless,guiltless,guiltless,guiltless
3342,heartless,heartless,heartless,heartless
3343,symess,symess,symess,symess
3344,guardedness,guarded,guard,guarded
3345,interconnectedness,interconnected,interconnect,interconnected
3346,blindness,blind,blind,blind
3347,rudeness,rude,rud,rude
3348,gentleness,gentl,gentl,gentl
3349,closeness,close,clos,close
3350,politeness,polit,polit,polit
3351,decisiveness,decis,decid,decis
3352,inclusiveness,inclus,includ,inclus
3353,acquisitiveness,acquisit,acquisit,acquisit
3354,richness,rich,rich,rich
3355,foolishness,foolish,fool,foolish
3356,steadiness,steadi,steady,steadi
3357,huskiness,huski,husky,huski
3358,manliness,manli,man,manli
3359,unhappiness,unhappi,unhappy,unhappi
3360,mustiness,musti,musty,musti
3361,quickness,quick,quick,quick
3362,illness,ill,il,ill
3363,carefulness,care,car,care
3364,cheerfulness,cheer,che,cheer
3365,meanness,mean,mean,mean
3366,lioness,lioness,lio,lioness
3367,harness,har,har,har
3368,fairness,fair,fair,fair
3369,recklessness,reckless,reckless,reckless
3370,consciousness,conscious,conscy,conscious
3371,covetousness,covet,covet,covet
3372,sweetness,sweet,sweet,sweet
3373,forthrightness,forthright,forthright,forthright
3374,aptness,apt,apt,apt
3375,expressivness,expressiv,express,expressiv
3376,caress,caress,caress,caress
3377,ogress,ogress,ogress,ogress
3378,cypress,cypress,cypress,cypress
3379,possess,possess,possess,possess
3380,kiss,kiss,kiss,kiss
3381,harriss,harriss,harriss,harriss
3382,millss,millss,millss,millss
3383,foss,foss,foss,foss
3384,dross,dross,dross,dross
3385,oatss,oatss,oatss,oatss
3386,jesuss,jesuss,jesuss,jesuss
3387,defeats,defeat,def,defeat
3388,seats,seat,seat,seat
3389,lats,lat,lat,lat
3390,sailboats,sailboat,sailbo,sailboat
3391,floats,float,flo,float
3392,bureaucrats,bureaucrat,bureaucr,bureaucrat
3393,compacts,compact,compact,compact
3394,affects,affect,affect,affect
3395,neglects,neglect,neglect,neglect
3396,sects,sect,sect,sect
3397,districts,district,district,district
3398,instructs,instruct,instruct,instruct
3399,parakeets,parakeet,parakeet,parakeet
3400,budgets,budget,budget,budget
3401,jackets,jacket,jacket,jacket
3402,rockets,rocket,rocket,rocket
3403,gaskets,gasket,gasket,gasket
3404,booklets,booklet,booklet,booklet
3405,outlets,outlet,outlet,outlet
3406,castanets,castanet,castanet,castanet
3407,lappets,lappet,lappet,lappet
3408,interprets,interpret,interpret,interpret
3409,quintets,quintet,quintet,quintet
3410,crafts,craft,craft,craft
3411,drifts,drift,drift,drift
3412,gunfights,gunfight,gunfight,gunfight
3413,spotlights,spotlight,spotlight,spotlight
3414,wrights,wright,wright,wright
3415,portraits,portrait,portrait,portrait
3416,exhibits,exhibit,exhibit,exhibit
3417,deceits,deceit,deceit,deceit
3418,slits,slit,slit,slit
3419,exploits,exploit,exploit,exploit
3420,culprits,culprit,culprit,culprit
3421,recruits,recruit,recruit,recruit
3422,exits,exit,exit,exit
3423,tilts,tilt,tilt,tilt
3424,somersaults,somersault,somersault,somersault
3425,secants,secant,sec,secant
3426,miscreants,miscreant,miscr,miscreant
3427,assailants,assail,assail,assail
3428,lieutenants,lieuten,lieut,lieuten
3429,ironpants,ironp,ironp,ironp
3430,restaurants,restaur,resta,restaur
3431,resultants,result,result,result
3432,servants,servant,serv,servant
3433,incidents,incid,incid,incid
3434,students,student,stud,student
3435,coefficients,coeffici,coefficy,coeffici
3436,equivalents,equival,equ,equival
3437,amendments,amend,amend,amend
3438,inducements,induc,induc,induc
3439,elements,element,el,element
3440,requirements,requir,requir,requir
3441,bereavements,bereav,bereav,bereav
3442,pigments,pigment,pig,pigment
3443,regiments,regiment,regy,regiment
3444,comments,comment,com,comment
3445,developments,develop,develop,develop
3446,commitments,commit,commit,commit
3447,adjustments,adjust,adjust,adjust
3448,employments,employ,employ,employ
3449,deferents,defer,def,defer
3450,patents,patent,pat,patent
3451,prevents,prevent,prev,prevent
3452,endpoints,endpoint,endpoint,endpoint
3453,vermonts,vermont,vermont,vermont
3454,blunts,blunt,blunt,blunt
3455,scots,scot,scot,scot
3456,patriots,patriot,patriot,patriot
3457,boots,boot,boot,boot
3458,spots,spot,spot,spot
3459,intercepts,intercept,interceiv,intercept
3460,excerpts,excerpt,excerpt,excerpt
3461,marts,mart,mart,mart
3462,mozarts,mozart,mozart,mozart
3463,inserts,insert,insert,insert
3464,forts,fort,fort,fort
3465,airports,airport,airport,airport
3466,courts,court,court,court
3467,enthusiasts,enthusiast,enthusiast,enthusiast
3468,milquetoasts,milquetoast,milquetoast,milquetoast
3469,crests,crest,crest,crest
3470,conquests,conquest,conquest,conquest
3471,publicists,publicist,publ,publicist
3472,strategists,strategist,strategists,strategist
3473,anthropologists,anthropologist,anthropolog,anthropologist
3474,existentialists,existentialist,ex,existentialist
3475,capitalists,capitalist,capit,capitalist
3476,enlists,enlist,enl,enlist
3477,pianists,pianist,pian,pianist
3478,religionists,religionist,relig,religionist
3479,zionists,zionist,zion,zionist
3480,therapists,therapist,therap,therapist
3481,humorists,humorist,hum,humorist
3482,consists,consist,consist,consist
3483,baptists,baptist,bapt,baptist
3484,exists,exist,ex,exist
3485,frosts,frost,frost,frost
3486,lusts,lust,lust,lust
3487,ebbetts,ebbett,ebbet,ebbett
3488,alcotts,alcott,alcot,alcott
3489,shortcuts,shortcut,shortcut,shortcut
3490,coconuts,coconut,coconut,coconut
3491,workouts,workout,workout,workout
3492,pretexts,pretext,pretext,pretext
3493,bauhaus,bauhau,bauha,bauhaus
3494,columbus,columbu,columb,columbus
3495,barcus,barcu,barc,barcus
3496,irenaeus,irenaeu,irenae,irenaeus
3497,nucleus,nucleu,nucle,nucleus
3498,bogus,bogu,bog,bogus
3499,marcius,marciu,marci,marcius
3500,nennius,nenniu,nenni,nennius
3501,servatius,servatiu,servati,servatius
3502,corneilus,corneilu,corneil,corneilus
3503,paulus,paulu,paul,paulus
3504,nicodemus,nicodemu,nicodem,nicodemus
3505,coriolanus,coriolanu,coriolan,coriolanus
3506,sinus,sinu,sin,sinus
3507,hideous,hideou,hid,hideous
3508,spontaneous,spontan,spont,spontan
3509,osseous,osseou,oss,osseous
3510,amorphous,amorph,amorph,amorph
3511,veracious,veraci,ver,veraci
3512,unmalicious,unmalici,unmalicy,unmalici
3513,ferocious,feroci,ferocy,feroci
3514,odious,odiou,ody,odious
3515,parsimonious,parsimoni,parsimony,parsimoni
3516,gregarious,gregari,greg,gregari
3517,victorious,victori,vict,victori
3518,penurious,penuri,penury,penuri
3519,ambitious,ambiti,amb,ambiti
3520,conscientious,conscienti,conscienty,conscienti
3521,devious,deviou,devy,devious
3522,jealous,jealou,jeal,jealous
3523,nebulous,nebul,neb,nebul
3524,garrulous,garrul,garr,garrul
3525,venomous,venom,venom,venom
3526,ravenous,raven,rav,raven
3527,numinous,numin,numin,numin
3528,pompous,pompou,pomp,pompous
3529,ponderous,ponder,pond,ponder
3530,adulterous,adulter,adult,adulter
3531,amorous,amor,am,amor
3532,lustrous,lustrou,lust,lustrous
3533,circuitous,circuit,circuit,circuit
3534,arduous,arduou,ardu,arduous
3535,incongruous,incongru,incongru,incongru
3536,tortuous,tortuou,tortu,tortuous
3537,campus,campu,camp,campus
3538,nehrus,nehru,nehr,nehrus
3539,cyrus,cyru,cyr,cyrus
3540,transversus,transversu,transvers,transversus
3541,intellectus,intellectu,intellect,intellectus
3542,quintus,quintu,quint,quintus
3543,kikiyus,kikiyu,kikiy,kikiyus
3544,ws,ws,ws,ws
3545,paws,paw,paw,paw
3546,eschews,eschew,eschew,eschew
3547,renews,renew,renew,renew
3548,bows,bow,bow,bow
3549,hows,how,how,how
3550,swallows,swallow,swallow,swallow
3551,winslows,winslow,winslow,winslow
3552,arrows,arrow,arrow,arrow
3553,xs,xs,xs,xs
3554,decays,decay,decay,decay
3555,saturdays,saturday,saturday,saturday
3556,displays,display,display,display
3557,trays,tray,tray,tray
3558,giveaways,giveaway,giveaway,giveaway
3559,halfways,halfway,halfway,halfway
3560,waterways,waterway,waterway,waterway
3561,anyways,anyway,anyway,anyway
3562,daddys,daddi,daddy,daddi
3563,anybodys,anybodi,anybody,anybodi
3564,rickeys,rickey,rickey,rickey
3565,kelleys,kelley,kelley,kelley
3566,charleys,charley,charley,charley
3567,haneys,haney,haney,haney
3568,journeys,journey,journey,journey
3569,conveys,convey,convey,convey
3570,skys,ski,sky,skys
3571,reilys,reili,rei,reili
3572,mommys,mommi,mommy,mommi
3573,dennys,denni,denny,denni
3574,schoolboys,schoolboy,schoolboys,schoolboy
3575,roys,roy,roy,roy
3576,dictionarys,dictionari,dict,dictionari
3577,arterys,arteri,artery,arteri
3578,jerrys,jerri,jerry,jerri
3579,doatys,doati,doaty,doati
3580,moriartys,moriarti,moriarty,moriarti
3581,beautys,beauti,beauty,beauti
3582,buzzs,buzz,buzz,buzz
3583,lurcat,lurcat,lurc,lurcat
3584,heat,heat,heat,heat
3585,neat,neat,neat,neat
3586,caveat,caveat,cav,caveat
3587,secretariat,secretariat,secret,secretariat
3588,nat,nat,nat,nat
3589,redcoat,redcoat,redco,redcoat
3590,groat,groat,gro,groat
3591,murat,murat,mur,murat
3592,bt,bt,bt,bt
3593,impact,impact,impact,impact
3594,attract,attract,attract,attract
3595,effect,effect,effect,effect
3596,project,project,project,project
3597,connect,connect,connect,connect
3598,erect,erect,erect,erect
3599,detect,detect,detect,detect
3600,conflict,conflict,conflict,conflict
3601,indistinct,indistinct,indistinct,indistinct
3602,conduct,conduct,conduc,conduct
3603,veldt,veldt,veldt,veldt
3604,bernhardt,bernhardt,bernhardt,bernhardt
3605,faucet,faucet,faucet,faucet
3606,sleet,sleet,sleet,sleet
3607,profet,profet,profet,profet
3608,nugget,nugget,nugget,nugget
3609,epithet,epithet,epithet,epithet
3610,faket,faket,faket,faket
3611,wicket,wicket,wicket,wicket
3612,blanket,blanket,blanket,blanket
3613,tablet,tablet,tablet,tablet
3614,gallet,gallet,gallet,gallet
3615,bolet,bolet,bolet,bolet
3616,gauntlet,gauntlet,gauntlet,gauntlet
3617,gourmet,gourmet,gourmet,gourmet
3618,cabinet,cabinet,cabinet,cabinet
3619,garnet,garnet,garnet,garnet
3620,whippet,whippet,whippet,whippet
3621,secret,secret,secret,secret
3622,reinterpret,reinterpret,reinterpret,reinterpret
3623,closet,closet,closet,closet
3624,outset,outset,outset,outset
3625,racquet,racquet,racquet,racquet
3626,olivet,olivet,olivet,olivet
3627,gemeinschaft,gemeinschaft,gemeinschaft,gemeinschaft
3628,taft,taft,taft,taft
3629,lift,lift,lift,lift
3630,oft,oft,oft,oft
3631,maht,maht,maht,maht
3632,eight,eight,eight,eight
3633,bodyweight,bodyweight,bodyweight,bodyweight
3634,firelight,firelight,firelight,firelight
3635,plight,plight,plight,plight
3636,goodnight,goodnight,goodnight,goodnight
3637,birthright,birthright,birthright,birthright
3638,foresight,foresight,foresight,foresight
3639,distraught,distraught,distraught,distraught
3640,dreadnought,dreadnought,dreadnought,dreadnought
3641,strait,strait,strait,strait
3642,inhibit,inhibit,inhibit,inhibit
3643,solicit,solicit,solicit,solicit
3644,counterfeit,counterfeit,counterfeit,counterfeit
3645,git,git,git,git
3646,lookit,lookit,lookit,lookit
3647,admit,admit,admit,admit
3648,transmit,transmit,transmit,transmit
3649,pit,pit,pit,pit
3650,esprit,esprit,esprit,esprit
3651,conduit,conduit,conduit,conduit
3652,pursuit,pursuit,pursuit,pursuit
3653,dealt,dealt,dealt,dealt
3654,felt,felt,felt,felt
3655,lilt,lilt,lilt,lilt
3656,holt,holt,holt,holt
3657,vault,vault,vault,vault
3658,undreamt,undreamt,undreamt,undreamt
3659,applicant,applic,appl,applic
3660,attendant,attend,attend,attend
3661,enfant,enfant,enf,enfant
3662,trenchant,trenchant,trench,trenchant
3663,valiant,valiant,valy,valiant
3664,assailant,assail,assail,assail
3665,implant,implant,impl,implant
3666,tenant,tenant,ten,tenant
3667,predominant,predomin,predomin,predomin
3668,rampant,rampant,ramp,rampant
3669,fragrant,fragrant,fragr,fragrant
3670,errant,errant,er,errant
3671,pheasant,pheasant,pheas,pheasant
3672,combatant,combat,comb,combat
3673,hesitant,hesit,hesit,hesit
3674,unimportant,unimport,unimport,unimport
3675,truant,truant,tru,truant
3676,want,want,want,want
3677,wouldnt,wouldnt,wouldnt,wouldnt
3678,decent,decent,dec,decent
3679,pubescent,pubesc,pubesc,pubesc
3680,crescent,crescent,cresc,crescent
3681,antecedent,anteced,antec,anteced
3682,evident,evid,evid,evid
3683,rodent,rodent,rod,rodent
3684,negligent,neglig,neglig,neglig
3685,emergent,emerg,emerg,emerg
3686,efficient,effici,efficy,effici
3687,disobedient,disobedi,disobedy,disobedi
3688,incipient,incipi,incipy,incipi
3689,kent,kent,kent,kent
3690,pestilent,pestil,pestil,pestil
3691,turbulent,turbul,turb,turbul
3692,disarmament,disarma,disarma,disarma
3693,cement,cement,cem,cement
3694,reinforcement,reinforc,reinforc,reinforc
3695,acknowledgement,acknowledg,acknowledg,acknowledg
3696,clement,clement,cle,clement
3697,embezzlement,embezzl,embezzl,embezzl
3698,requirement,requir,requir,requir
3699,advertisement,advertis,advert,advertis
3700,understatement,understat,underst,understat
3701,improvement,improv,improv,improv
3702,figment,figment,fig,figment
3703,accomplishment,accomplish,accompl,accomplish
3704,compliment,compliment,comply,compliment
3705,installment,instal,instal,instal
3706,entertainment,entertain,entertain,entertain
3707,government,govern,govern,govern
3708,garment,garment,gar,garment
3709,assesment,asses,asses,asses
3710,resentment,resent,res,resent
3711,assortment,assort,assort,assort
3712,monument,monument,monu,monument
3713,deployment,deploy,deploy,deploy
3714,subcontinent,subcontin,subcontin,subcontin
3715,arent,arent,ar,arent
3716,adherent,adher,adh,adher
3717,current,current,cur,current
3718,assent,assent,ass,assent
3719,potent,potent,pot,potent
3720,existent,exist,ex,exist
3721,frequent,frequent,frequ,frequent
3722,havent,havent,hav,havent
3723,underwent,underw,underw,underw
3724,saint,saint,saint,saint
3725,glint,glint,glint,glint
3726,counterpoint,counterpoint,counterpoint,counterpoint
3727,squint,squint,squint,squint
3728,vermont,vermont,vermont,vermont
3729,battlefront,battlefront,battlefront,battlefront
3730,hasnt,hasnt,hasnt,hasnt
3731,haunt,haunt,haunt,haunt
3732,count,count,count,count
3733,fairmount,fairmount,fairmount,fairmount
3734,abbot,abbot,abbot,abbot
3735,forgot,forgot,forgot,forgot
3736,thiot,thiot,thiot,thiot
3737,joblot,joblot,joblot,joblot
3738,bylot,bylot,bylot,bylot
3739,barefoot,barefoot,barefoot,barefoot
3740,groot,groot,groot,groot
3741,despot,despot,despot,despot
3742,prevot,prevot,prevot,prevot
3743,rapt,rapt,rapt,rapt
3744,slept,slept,slept,slept
3745,transcript,transcript,transcrib,transcript
3746,adopt,adopt,adopt,adopt
3747,crypt,crypt,crypt,crypt
3748,vallfart,vallfart,vallfart,vallfart
3749,mart,mart,mart,mart
3750,tart,tart,tart,tart
3751,bert,bert,bert,bert
3752,osbert,osbert,osbert,osbert
3753,pert,pert,pert,pert
3754,avert,avert,avert,avert
3755,exert,exert,exert,exert
3756,quirt,quirt,quirt,quirt
3757,snort,snort,snort,snort
3758,shreveport,shreveport,shreveport,shreveport
3759,airport,airport,airport,airport
3760,resort,resort,resort,resort
3761,unhurt,unhurt,unhurt,unhurt
3762,forecast,forecast,forecast,forecast
3763,least,least,least,least
3764,enthusiast,enthusiast,enthusiast,enthusiast
3765,roast,roast,roast,roast
3766,cest,cest,cest,cest
3767,oldest,oldest,oldest,oldest
3768,crudest,crudest,crudest,crudest
3769,digest,digest,digest,digest
3770,staunchest,staunchest,staunchest,staunchest
3771,leafiest,leafiest,leafiest,leafiest
3772,tiniest,tiniest,tiniest,tiniest
3773,classiest,classiest,classiest,classiest
3774,weakest,weakest,weakest,weakest
3775,palest,palest,palest,palest
3776,simplest,simplest,simplest,simplest
3777,greenest,greenest,greenest,greenest
3778,deepest,deepest,deepest,deepest
3779,brest,brest,brest,brest
3780,everest,everest,everest,everest
3781,wrest,wrest,wrest,wrest
3782,strictest,strictest,strictest,strictest
3783,tightest,tightest,tightest,tightest
3784,hottest,hottest,hottest,hottest
3785,vest,vest,vest,vest
3786,southwest,southwest,southwest,southwest
3787,cubist,cubist,cub,cubist
3788,sadist,sadist,sad,sadist
3789,reist,reist,reist,reist
3790,sociologist,sociologist,sociolog,sociologist
3791,buddhist,buddhist,buddh,buddhist
3792,colonialist,colonialist,colon,colonialist
3793,traditionalist,traditionalist,tradit,traditionalist
3794,gradualist,gradualist,grad,gradualist
3795,cellist,cellist,cel,cellist
3796,mechanist,mechanist,mech,mechanist
3797,violinist,violinist,violin,violinist
3798,saxophonist,saxophonist,saxophon,saxophonist
3799,abolitionist,abolitionist,abolit,abolitionist
3800,soloist,soloist,solo,soloist
3801,keeeerist,keeeerist,kee,keeeerist
3802,amorist,amorist,am,amorist
3803,subsist,subsist,subsist,subsist
3804,rightist,rightist,right,rightist
3805,flautist,flautist,flaut,flautist
3806,against,against,against,against
3807,hindmost,hindmost,hindmost,hindmost
3808,roost,roost,roost,roost
3809,provost,provost,provost,provost
3810,bockwurst,bockwurst,bockwurst,bockwurst
3811,sawdust,sawdust,sawdust,sawdust
3812,bloodlust,bloodlust,bloodlust,bloodlust
3813,distrust,distrust,distrust,distrust
3814,matt,matt,mat,matt
3815,moffett,moffett,moffet,moffett
3816,collett,collett,collet,collett
3817,garnett,garnett,garnet,garnett
3818,lovett,lovett,lovet,lovett
3819,leavitt,leavitt,leavit,leavitt
3820,scott,scott,scot,scott
3821,offutt,offutt,offut,offutt
3822,rebut,rebut,rebut,rebut
3823,lieut,lieut,lieut,lieut
