Lancaster,Original,Porter,Snowball
nuttal,['nuttall'],['nuttal'],['nuttal']
nymph,['nymph'],['nymph'],['nymph']
oaf,['oafs'],['oaf'],['oaf']
oatss,['oatss'],['oatss'],['oatss']
object,['objecting'],['object'],['object']
obl,"['oblivion', 'obliquely']","['oblivion', 'obliqu']","['oblivion', 'obliqu']"
oblit,['obliterating'],['obliter'],['obliter']
obsc,['obscure'],['obscur'],['obscur']
obsess,['obsessions'],['obsess'],['obsess']
obtain,['obtainable'],['obtain'],['obtain']
obvers,['obverse'],['obvers'],['obvers']
oc,['ocean'],['ocean'],['ocean']
occ,['occurs'],['occur'],['occur']
occas,"['occasional', 'occasionally']","['occasion', 'occasion']","['occasion', 'occasion']"
ocean,['oceana'],['oceana'],['oceana']
od,['odor'],['odor'],['odor']
odess,['odessa'],['odessa'],['odessa']
ody,['odious'],['odiou'],['odious']
off,"['off', 'offering', 'offerings', 'offers']","['off', 'offer', 'offer', 'offer']","['off', 'offer', 'offer', 'offer']"
offend,['offensive'],['offens'],['offens']
offersey,['offersey'],['offersey'],['offersey']
officialdom,['officialdom'],['officialdom'],['officialdom']
officy,['officiate'],['offici'],['offici']
offut,['offutt'],['offutt'],['offutt']
offy,['offy'],['offi'],['offi']
oft,['oft'],['oft'],['oft']
ogl,['ogled'],['ogl'],['ogl']
ogress,['ogress'],['ogress'],['ogress']
ohm,['ohmic'],['ohmic'],['ohmic']
oil,['oils'],['oil'],['oil']
olatunj,['olatunji'],['olatunji'],['olatunji']
old,"['olden', 'older']","['olden', 'older']","['olden', 'older']"
oldest,['oldest'],['oldest'],['oldest']
oleg,['oleg'],['oleg'],['oleg']
oleophil,['oleophilic'],['oleophil'],['oleophil']
olivet,['olivet'],['olivet'],['olivet']
omit,['omitted'],['omit'],['omit']
oneil,['oneill'],['oneil'],['oneil']
ontolog,['ontologically'],['ontolog'],['ontolog']
op,"['operational', 'opens']","['oper', 'open']","['oper', 'open']"
oper,['opera'],['opera'],['opera']
operand,['operands'],['operand'],['operand']
oppos,['opposed'],['oppos'],['oppos']
opt,['opting'],['opt'],['opt']
or,"['orate', 'oral']","['orat', 'oral']","['orat', 'oral']"
orchestra,['orchestras'],['orchestra'],['orchestra']
ord,['ordered'],['order'],['order']
ordain,['ordained'],['ordain'],['ordain']
ordin,['ordinance'],['ordin'],['ordin']
org,"['organism', 'organizes']","['organ', 'organ']","['organ', 'organ']"
orgiast,['orgiastic'],['orgiast'],['orgiast']
origin,['originality'],['origin'],['origin']
orl,['orleans'],['orlean'],['orlean']
ory,"['orienting', 'orientation']","['orient', 'orient']","['orient', 'orient']"
os,['osis'],['osi'],['osi']
osbert,['osbert'],['osbert'],['osbert']
oscil,['oscillating'],['oscil'],['oscil']
oss,['osseous'],['osseou'],['osseous']
ostrac,['ostracism'],['ostrac'],['ostrac']
ot,['otter'],['otter'],['otter']
otherw,['otherwise'],['otherwis'],['otherwis']
otherworld,['otherworldly'],['otherworldli'],['otherworld']
out,"['outraged', 'outlying']","['outrag', 'outli']","['outrag', 'out']"
outboard,['outboard'],['outboard'],['outboard']
outd,['outdated'],['outdat'],['outdat']
outlet,['outlets'],['outlet'],['outlet']
outlook,['outlook'],['outlook'],['outlook']
outpo,['outpouring'],['outpour'],['outpour']
outset,['outset'],['outset'],['outset']
outsmart,['outsmarted'],['outsmart'],['outsmart']
outworn,['outworn'],['outworn'],['outworn']
ov,"['oval', 'overly']","['oval', 'overli']","['oval', 'over']"
over,['overran'],['overran'],['overran']
overcom,['overcome'],['overcom'],['overcom']
overdu,['overdue'],['overdu'],['overdu']
overfal,['overfall'],['overfal'],['overfal']
overhang,['overhang'],['overhang'],['overhang']
overlay,['overlay'],['overlay'],['overlay']
overpop,['overpopulation'],['overpopul'],['overpopul']
overpow,['overpowering'],['overpow'],['overpow']
overreach,"['overreach', 'overreaches']","['overreach', 'overreach']","['overreach', 'overreach']"
overs,['oversize'],['overs'],['overs']
overt,['overture'],['overtur'],['overtur']
overturn,['overturned'],['overturn'],['overturn']
overwhelm,['overwhelmingly'],['overwhelmingli'],['overwhelm']
ow,['owe'],['owe'],['owe']
owl,['owl'],['owl'],['owl']
ox,['ox'],['ox'],['ox']
oxid,['oxides'],['oxid'],['oxid']
pac,['pacific'],['pacif'],['pacif']
paganin,['paganini'],['paganini'],['paganini']
paid,"['paid', 'paide']","['paid', 'paid']","['paid', 'paid']"
pail,"['pail', 'pails']","['pail', 'pail']","['pail', 'pail']"
pak,['pakistan'],['pakistan'],['pakistan']
pal,"['pall', 'pallor']","['pall', 'pallor']","['pall', 'pallor']"
palac,['palace'],['palac'],['palac']
palazzo,['palazzos'],['palazzo'],['palazzo']
palest,['palest'],['palest'],['palest']
palsy,['palsy'],['palsi'],['palsi']
pam,['pams'],['pam'],['pam']
pamel,['pamela'],['pamela'],['pamela']
pan,"['pane', 'panes']","['pane', 'pane']","['pane', 'pane']"
panam,['panama'],['panama'],['panama']
pandem,['pandemic'],['pandem'],['pandem']
panth,['panthers'],['panther'],['panther']
pap,['papp'],['papp'],['papp']
par,['pare'],['pare'],['pare']
parad,['parade'],['parad'],['parad']
parakeet,['parakeets'],['parakeet'],['parakeet']
paramet,['parameters'],['paramet'],['paramet']
paranoid,['paranoid'],['paranoid'],['paranoid']
parasit,['parasitic'],['parasit'],['parasit']
parax,['paraxial'],['paraxi'],['paraxi']
pardon,"['pardonable', 'pardon']","['pardon', 'pardon']","['pardon', 'pardon']"
parry,['parried'],['parri'],['parri']
parsimony,['parsimonious'],['parsimoni'],['parsimoni']
parson,['parsons'],['parson'],['parson']
parthenon,['parthenon'],['parthenon'],['parthenon']
partic,['particulate'],['particul'],['particul']
partook,['partook'],['partook'],['partook']
pash,['pasha'],['pasha'],['pasha']
past,['pasting'],['past'],['past']
pat,['patents'],['patent'],['patent']
patch,['patches'],['patch'],['patch']
paterson,['paterson'],['paterson'],['paterson']
patil,['patil'],['patil'],['patil']
patriarch,['patriarchal'],['patriarch'],['patriarch']
patriot,['patriots'],['patriot'],['patriot']
patrol,['patrols'],['patrol'],['patrol']
patron,['patronnes'],['patronn'],['patronn']
pattern,['patterns'],['pattern'],['pattern']
paul,['paulus'],['paulu'],['paulus']
paula,['paulas'],['paula'],['paula']
paunch,['paunch'],['paunch'],['paunch']
paw,['paws'],['paw'],['paw']
peak,['peaked'],['peak'],['peak']
pear,['pearly'],['pearli'],['pear']
pebbl,['pebble'],['pebbl'],['pebbl']
peck,"['pecked', 'peck']","['peck', 'peck']","['peck', 'peck']"
ped,['pedals'],['pedal'],['pedal']
pee,['pee'],['pee'],['pee']
peg,"['pegging', 'pegs']","['peg', 'peg']","['peg', 'peg']"
pek,['peking'],['peke'],['peke']
pen,['penned'],['pen'],['pen']
penal,['penalty'],['penalti'],['penalti']
pentecost,['pentecostal'],['pentecost'],['pentecost']
penury,['penurious'],['penuri'],['penuri']
pep,['peppered'],['pepper'],['pepper']
peptid,['peptide'],['peptid'],['peptid']
peptidas,['peptidases'],['peptidas'],['peptidas']
per,['perishes'],['perish'],['perish']
perfunct,['perfunctorily'],['perfunctorili'],['perfunctorili']
perill,['perilla'],['perilla'],['perilla']
perk,['perk'],['perk'],['perk']
permit,['permission'],['permiss'],['permiss']
perpendicul,['perpendicular'],['perpendicular'],['perpendicular']
person,"['persona', 'personages']","['persona', 'personag']","['persona', 'personag']"
persuad,['persuading'],['persuad'],['persuad']
pert,['pert'],['pert'],['pert']
peru,['peru'],['peru'],['peru']
pessim,['pessimism'],['pessim'],['pessim']
pestil,['pestilent'],['pestil'],['pestil']
peterman,['petermann'],['petermann'],['petermann']
petersburg,['petersburg'],['petersburg'],['petersburg']
petit,['petitions'],['petit'],['petit']
petruchk,['petruchka'],['petruchka'],['petruchka']
peys,['peyser'],['peyser'],['peyser']
phagocyt,['phagocytes'],['phagocyt'],['phagocyt']
pharm,['pharmacy'],['pharmaci'],['pharmaci']
pharmacopoe,['pharmacopoeia'],['pharmacopoeia'],['pharmacopoeia']
pheas,['pheasant'],['pheasant'],['pheasant']
philco,['philco'],['philco'],['philco']
phob,['phobic'],['phobic'],['phobic']
phonem,['phonemics'],['phonem'],['phonem']
phony,['phonies'],['phoni'],['phoni']
photocathod,['photocathodes'],['photocathod'],['photocathod']
photograph,"['photographing', 'photographer', 'photographs']","['photograph', 'photograph', 'photograph']","['photograph', 'photograph', 'photograph']"
phrases,['phrases'],['phrase'],['phrase']
phthalate,['phthalate'],['phthalat'],['phthalat']
phyl,['phyla'],['phyla'],['phyla']
pian,['pianists'],['pianist'],['pianist']
pickford,['pickford'],['pickford'],['pickford']
piddl,['piddling'],['piddl'],['piddl']
pietro,['pietros'],['pietro'],['pietro']
piety,['piety'],['pieti'],['pieti']
pig,['pigments'],['pigment'],['pigment']
pigeon,['pigeon'],['pigeon'],['pigeon']
pil,['pilate'],['pilat'],['pilat']
pilgrim,['pilgrimage'],['pilgrimag'],['pilgrimag']
pin,"['pinning', 'pin']","['pin', 'pin']","['pin', 'pin']"
pion,['pioneered'],['pioneer'],['pioneer']
pip,['pipe'],['pipe'],['pipe']
pipelin,['pipeline'],['pipelin'],['pipelin']
pistachio,['pistachio'],['pistachio'],['pistachio']
pit,['pit'],['pit'],['pit']
pitch,['pitches'],['pitch'],['pitch']
pitney,['pitney'],['pitney'],['pitney']
pitteng,['pittenger'],['pitteng'],['pitteng']
pity,"['pitiable', 'pity']","['pitiabl', 'piti']","['pitiabl', 'piti']"
pixy,['pixies'],['pixi'],['pixi']
plaincloth,['plainclothes'],['plaincloth'],['plaincloth']
plan,"['planed', 'plan']","['plane', 'plan']","['plane', 'plan']"
planoconcav,['planoconcave'],['planoconcav'],['planoconcav']
plant,['plantations'],['plantat'],['plantat']
plaqu,['plaque'],['plaqu'],['plaqu']
plasm,['plasm'],['plasm'],['plasm']
plat,['plates'],['plate'],['plate']
play,['playa'],['playa'],['playa']
playin,['playin'],['playin'],['playin']
playm,['playmate'],['playmat'],['playmat']
pleasin,['pleasin'],['pleasin'],['pleasin']
plenty,['plenty'],['plenti'],['plenti']
plight,['plight'],['plight'],['plight']
plod,['plodded'],['plod'],['plod']
plow,['plowing'],['plow'],['plow']
plug,"['plugged', 'plugs']","['plug', 'plug']","['plug', 'plug']"
plum,['plume'],['plume'],['plume']
plumb,['plumbing'],['plumb'],['plumb']
plur,['pluralism'],['plural'],['plural']
pmr,['pmr'],['pmr'],['pmr']
pneumon,['pneumonia'],['pneumonia'],['pneumonia']
poach,['poach'],['poach'],['poach']
poark,['poark'],['poark'],['poark']
poepl,['poeples'],['poepl'],['poepl']
poet,['poetic'],['poetic'],['poetic']
pogrom,['pogroms'],['pogrom'],['pogrom']
pois,['poise'],['pois'],['pois']
pok,['poking'],['poke'],['poke']
pol,"['polling', 'poll']","['poll', 'poll']","['poll', 'poll']"
polit,"['politicians', 'politeness']","['politician', 'polit']","['politician', 'polit']"
pollock,['pollocks'],['pollock'],['pollock']
polyank,['polyanka'],['polyanka'],['polyanka']
pomad,['pomaded'],['pomad'],['pomad']
pomp,"['pomp', 'pompous']","['pomp', 'pompou']","['pomp', 'pompous']"
pond,['ponderous'],['ponder'],['ponder']
pop,['popped'],['pop'],['pop']
poplin,['poplin'],['poplin'],['poplin']
porch,['porches'],['porch'],['porch']
pork,['pork'],['pork'],['pork']
port,['portion'],['portion'],['portion']
porterh,['porterhouse'],['porterhous'],['porterhous']
portfolio,['portfolio'],['portfolio'],['portfolio']
porto,['porto'],['porto'],['porto']
portrait,['portraits'],['portrait'],['portrait']
portray,['portrayal'],['portray'],['portray']
pos,['pose'],['pose'],['pose']
poss,"['possible', 'possiblities']","['possibl', 'possibl']","['possibl', 'possibl']"
possess,"['possession', 'possess']","['possess', 'possess']","['possess', 'possess']"
post,['posters'],['poster'],['poster']
postm,['postmen'],['postmen'],['postmen']
pot,"['potential', 'potent', 'potentially']","['potenti', 'potent', 'potenti']","['potenti', 'potent', 'potenti']"
potemkin,['potemkins'],['potemkin'],['potemkin']
potentiomet,['potentiometer'],['potentiomet'],['potentiomet']
poussin,['poussin'],['poussin'],['poussin']
pow,['powers'],['power'],['power']
powel,['powell'],['powel'],['powel']
pozzatt,['pozzatti'],['pozzatti'],['pozzatti']
pract,['practice'],['practic'],['practic']
pray,['pray'],['pray'],['pray']
prec,"['precedence', 'preceding']","['preced', 'preced']","['preced', 'preced']"
precipit,['precipitated'],['precipit'],['precipit']
precondit,['precondition'],['precondit'],['precondit']
predict,"['predictable', 'predictions']","['predict', 'predict']","['predict', 'predict']"
predisposit,['predisposition'],['predisposit'],['predisposit']
predomin,"['predominated', 'predominant', 'predominately']","['predomin', 'predomin', 'predomin']","['predomin', 'predomin', 'predomin']"
pref,['preference'],['prefer'],['prefer']
prefac,['preface'],['prefac'],['prefac']
pregn,['pregnancy'],['pregnanc'],['pregnanc']
preisol,['preisolated'],['preisol'],['preisol']
prem,['premise'],['premis'],['premis']
premix,['premix'],['premix'],['premix']
premonit,['premonitory'],['premonitori'],['premonitori']
premy,['premiere'],['premier'],['premier']
preoccupy,"['preoccupied', 'preoccupies']","['preoccupi', 'preoccupi']","['preoccupi', 'preoccupi']"
preposit,['preposition'],['preposit'],['preposit']
prepubl,['prepublication'],['prepubl'],['prepubl']
pres,['presentlye'],['presently'],['presently']
presbyt,['presbyterian'],['presbyterian'],['presbyterian']
preschool,['preschool'],['preschool'],['preschool']
prescrib,['prescribed'],['prescrib'],['prescrib']
preserv,['preserve'],['preserv'],['preserv']
presid,['presiding'],['presid'],['presid']
press,['pressed'],['press'],['press']
presuppos,['presuppose'],['presuppos'],['presuppos']
pretend,['pretends'],['pretend'],['pretend']
pretext,['pretexts'],['pretext'],['pretext']
prev,"['preventive', 'preventing', 'prevention', 'prevents']","['prevent', 'prevent', 'prevent', 'prevent']","['prevent', 'prevent', 'prevent', 'prevent']"
prevail,"['prevail', 'prevails']","['prevail', 'prevail']","['prevail', 'prevail']"
prevot,['prevot'],['prevot'],['prevot']
prey,['prey'],['prey'],['prey']
pri,['prie'],['prie'],['prie']
prick,"['pricking', 'pricks']","['prick', 'prick']","['prick', 'prick']"
prim,['primarily'],['primarili'],['primarili']
primit,['primitive'],['primit'],['primit']
princip,['principal'],['princip'],['princip']
printemp,['printemps'],['printemp'],['printemp']
prison,['prison'],['prison'],['prison']
privileg,['privileged'],['privileg'],['privileg']
proc,['procurer'],['procur'],['procur']
procain,['procaine'],['procain'],['procain']
process,['proceedings'],['proceed'],['proceed']
prodig,['prodigal'],['prodig'],['prodig']
produc,"['produced', 'productivity']","['produc', 'product']","['produc', 'product']"
profess,"['professor', 'professes', 'professors']","['professor', 'profess', 'professor']","['professor', 'profess', 'professor']"
profet,['profet'],['profet'],['profet']
profil,['profili'],['profili'],['profili']
progeny,['progeny'],['progeni'],['progeni']
prognost,['prognosticator'],['prognost'],['prognost']
program,['programmes'],['programm'],['programm']
progress,['progressively'],['progress'],['progress']
prohibit,['prohibition'],['prohibit'],['prohibit']
project,"['projector', 'project']","['projector', 'project']","['projector', 'project']"
prom,['promises'],['promis'],['promis']
promazin,['promazine'],['promazin'],['promazin']
promenad,['promenade'],['promenad'],['promenad']
promot,['promotes'],['promot'],['promot']
prompt,['promptings'],['prompt'],['prompt']
pron,['prone'],['prone'],['prone']
prop,"['propitiate', 'propping', 'properly']","['propiti', 'prop', 'properli']","['propiti', 'prop', 'proper']"
property,"['properties', 'property']","['properti', 'properti']","['properti', 'properti']"
prophesy,['prophesied'],['prophesi'],['prophesi']
proport,['proportionality'],['proportion'],['proport']
prosecut,['prosecuting'],['prosecut'],['prosecut']
proteas,['proteases'],['proteas'],['proteas']
protect,['protective'],['protect'],['protect']
proteron,['proteron'],['proteron'],['proteron']
protest,['protested'],['protest'],['protest']
proto,['proto'],['proto'],['proto']
prototyp,['prototype'],['prototyp'],['prototyp']
protozo,"['protozoa', 'protozoan']","['protozoa', 'protozoan']","['protozoa', 'protozoan']"
prov,['proving'],['prove'],['prove']
provoc,['provocateurs'],['provocateur'],['provocateur']
provok,['provoked'],['provok'],['provok']
provost,['provost'],['provost'],['provost']
prowl,['prowlers'],['prowler'],['prowler']
pseudynom,['pseudynom'],['pseudynom'],['pseudynom']
psychot,['psychotic'],['psychot'],['psychot']
pubesc,['pubescent'],['pubesc'],['pubesc']
publ,['publicists'],['publicist'],['publicist']
pul,['pullen'],['pullen'],['pullen']
pulask,['pulaski'],['pulaski'],['pulaski']
puls,['pulsation'],['pulsat'],['pulsat']
punct,"['punctually', 'punctuality']","['punctual', 'punctual']","['punctual', 'punctual']"
purchas,['purchased'],['purchas'],['purchas']
purdew,['purdew'],['purdew'],['purdew']
purloin,['purloined'],['purloin'],['purloin']
purpod,['purposive'],['purpos'],['purpos']
pursuit,['pursuit'],['pursuit'],['pursuit']
purv,['purvis'],['purvi'],['purvi']
purvey,['purveyors'],['purveyor'],['purveyor']
putain,['putains'],['putain'],['putain']
pyhr,['pyhrric'],['pyhrric'],['pyhrric']
pyromet,['pyrometer'],['pyromet'],['pyromet']
quadr,['quadric'],['quadric'],['quadric']
qual,"['qualifying', 'qualifies', 'qualify']","['qualifi', 'qualifi', 'qualifi']","['qualifi', 'qualifi', 'qualifi']"
qualm,['qualms'],['qualm'],['qualm']
quart,['quarter'],['quarter'],['quarter']
quasimodo,['quasimodos'],['quasimodo'],['quasimodo']
queen,['queen'],['queen'],['queen']
quelch,['quelch'],['quelch'],['quelch']
quemoy,['quemoy'],['quemoy'],['quemoy']
quest,"['questioned', 'question']","['question', 'question']","['question', 'question']"
quib,['quibs'],['quib'],['quib']
quick,['quickness'],['quick'],['quick']
quint,['quintus'],['quintu'],['quintus']
quintet,['quintets'],['quintet'],['quintet']
quinzain,['quinzaine'],['quinzain'],['quinzain']
quirt,['quirt'],['quirt'],['quirt']
quot,"['quoted', 'quote']","['quot', 'quot']","['quot', 'quot']"
raba,['rabaul'],['rabaul'],['rabaul']
rac,['racing'],['race'],['race']
rack,['racking'],['rack'],['rack']
racket,['racketeers'],['racket'],['racket']
racquet,['racquet'],['racquet'],['racquet']
rafael,['rafael'],['rafael'],['rafael']
rag,['raging'],['rage'],['rage']
raid,['raids'],['raid'],['raid']
railroad,['railroader'],['railroad'],['railroad']
rain,['rain'],['rain'],['rain']
rainstorm,['rainstorm'],['rainstorm'],['rainstorm']
rais,['raisers'],['raiser'],['raiser']
rak,['raked'],['rake'],['rake']
rambl,['ramblings'],['rambl'],['rambl']
ramey,['ramey'],['ramey'],['ramey']
ramil,['ramillies'],['ramilli'],['ramilli']
ramp,['rampant'],['rampant'],['rampant']
ranav,['ranavan'],['ranavan'],['ranavan']
rancid,['rancidity'],['rancid'],['rancid']
randal,['randall'],['randal'],['randal']
ransack,['ransacked'],['ransack'],['ransack']
rant,['rancor'],['rancor'],['rancor']
rapt,['rapt'],['rapt'],['rapt']
rar,['rarer'],['rarer'],['rarer']
ras,['rasa'],['rasa'],['rasa']
rat,"['rated', 'rationalized', 'rate', 'rator', 'ratify']","['rate', 'ration', 'rate', 'rator', 'ratifi']","['rate', 'ration', 'rate', 'rator', 'ratifi']"
ratcliff,['ratcliff'],['ratcliff'],['ratcliff']
raton,['raton'],['raton'],['raton']
rattlesnak,['rattlesnake'],['rattlesnak'],['rattlesnak']
rattzhenfuut,['rattzhenfuut'],['rattzhenfuut'],['rattzhenfuut']
rav,"['raving', 'ravenous']","['rave', 'raven']","['rave', 'raven']"
ravin,['ravines'],['ravin'],['ravin']
rayn,['raynal'],['raynal'],['raynal']
real,"['realism', 'reality']","['realism', 'realiti']","['realism', 'realiti']"
reap,['reaped'],['reap'],['reap']
rearrang,"['rearranged', 'rearrange']","['rearrang', 'rearrang']","['rearrang', 'rearrang']"
reass,['reassuringly'],['reassuringli'],['reassur']
rebut,['rebut'],['rebut'],['rebut']
receiv,['receptions'],['recept'],['recept']
recess,['recession'],['recess'],['recess']
rechart,['rechartering'],['rechart'],['rechart']
recit,['recitals'],['recit'],['recit']
reckless,"['recklessness', 'recklessly']","['reckless', 'recklessli']","['reckless', 'reckless']"
reclus,['recluse'],['reclus'],['reclus']
recollect,"['recollection', 'recollections']","['recollect', 'recollect']","['recollect', 'recollect']"
recondit,['reconditioning'],['recondit'],['recondit']
reconsid,['reconsidered'],['reconsid'],['reconsid']
reconstruct,"['reconstructed', 'reconstruction']","['reconstruct', 'reconstruct']","['reconstruct', 'reconstruct']"
recontamin,['recontamination'],['recontamin'],['recontamin']
recov,"['recovered', 'recovers']","['recov', 'recov']","['recov', 'recov']"
recr,['recreating'],['recreat'],['recreat']
recruit,['recruits'],['recruit'],['recruit']
rect,['rectifier'],['rectifi'],['rectifi']
recur,['recurring'],['recur'],['recur']
redco,['redcoat'],['redcoat'],['redcoat']
redefinit,['redefinition'],['redefinit'],['redefinit']
redhead,"['redheaded', 'redheader']","['redhead', 'redhead']","['redhead', 'redhead']"
rediscov,['rediscovering'],['rediscov'],['rediscov']
redo,['redo'],['redo'],['redo']
reduc,"['reducing', 'reduction']","['reduc', 'reduct']","['reduc', 'reduct']"
reedvil,['reedville'],['reedvil'],['reedvill']
reent,['reentered'],['reenter'],['reenter']
reest,['reestablish'],['reestablish'],['reestablish']
reflect,['reflectance'],['reflect'],['reflect']
refocus,['refocusing'],['refocus'],['refocus']
refract,"['refracted', 'refraction', 'refractory']","['refract', 'refract', 'refractori']","['refract', 'refract', 'refractori']"
refresh,['refreshingly'],['refreshingli'],['refresh']
refrig,['refrigerated'],['refriger'],['refriger']
refug,['refugee'],['refuge'],['refuge']
refurb,['refurbished'],['refurbish'],['refurbish']
refus,['refuses'],['refus'],['refus']
reg,['regulation'],['regul'],['regul']
regard,"['regard', 'regards']","['regard', 'regard']","['regard', 'regard']"
regim,['regimes'],['regim'],['regim']
reginald,['reginald'],['reginald'],['reginald']
regret,"['regretted', 'regrettably']","['regret', 'regrett']","['regret', 'regrett']"
regy,['regiments'],['regiment'],['regiment']
rehear,['rehearing'],['rehear'],['rehear']
rehears,['rehearse'],['rehears'],['rehears']
rei,['reilys'],['reili'],['reili']
reichst,['reichstag'],['reichstag'],['reichstag']
reign,['reigns'],['reign'],['reign']
reinforc,['reinforcement'],['reinforc'],['reinforc']
reinterpret,['reinterpret'],['reinterpret'],['reinterpret']
reintroduc,['reintroduces'],['reintroduc'],['reintroduc']
reinvestig,['reinvestigation'],['reinvestig'],['reinvestig']
reissu,['reissue'],['reissu'],['reissu']
reist,['reist'],['reist'],['reist']
reit,['reiterates'],['reiter'],['reiter']
reject,['rejected'],['reject'],['reject']
rejo,['rejoicing'],['rejoic'],['rejoic']
rel,['relationships'],['relationship'],['relationship']
relax,['relaxed'],['relax'],['relax']
relay,"['relayed', 'relaying']","['relay', 'relay']","['relay', 'relay']"
relentless,['relentlessly'],['relentlessli'],['relentless']
relig,['religionists'],['religionist'],['religionist']
rely,['rely'],['reli'],['reli']
remark,['remarkably'],['remark'],['remark']
rememb,['remembering'],['rememb'],['rememb']
renew,['renews'],['renew'],['renew']
renount,['renouncing'],['renounc'],['renounc']
renovo,['renovo'],['renovo'],['renovo']
renvil,['renville'],['renvil'],['renvill']
reop,['reopened'],['reopen'],['reopen']
rep,['repeated'],['repeat'],['repeat']
repay,"['repayable', 'repay']","['repay', 'repay']","['repay', 'repay']"
replet,['replete'],['replet'],['replet']
report,['reporters'],['report'],['report']
repres,['representative'],['repres'],['repres']
reprob,['reprobate'],['reprob'],['reprob']
republ,"['republican', 'republicans']","['republican', 'republican']","['republican', 'republican']"
requir,"['requiring', 'requirements', 'requirement']","['requir', 'requir', 'requir']","['requir', 'requir', 'requir']"
requisit,['requisitioned'],['requisit'],['requisit']
res,['resentment'],['resent'],['resent']
research,['research'],['research'],['research']
resembl,['resembles'],['resembl'],['resembl']
reserpin,['reserpine'],['reserpin'],['reserpin']
reserv,['reserving'],['reserv'],['reserv']
resid,['residual'],['residu'],['residu']
resign,['resignedly'],['resignedli'],['resign']
resinlik,['resinlike'],['resinlik'],['resinlik']
resist,['resistive'],['resist'],['resist']
resort,['resort'],['resort'],['resort']
respect,['respectively'],['respect'],['respect']
rest,"['resting', 'restorability']","['rest', 'restor']","['rest', 'restor']"
resta,['restaurants'],['restaur'],['restaur']
resublim,['resublimed'],['resublim'],['resublim']
result,['resultants'],['result'],['result']
resurrect,"['resurrecting', 'resurrection']","['resurrect', 'resurrect']","['resurrect', 'resurrect']"
reta,['retaliated'],['retali'],['retali']
retail,['retail'],['retail'],['retail']
retard,['retardation'],['retard'],['retard']
rethink,['rethink'],['rethink'],['rethink']
retin,['retinal'],['retin'],['retin']
retold,['retold'],['retold'],['retold']
retort,['retorted'],['retort'],['retort']
rev,"['revising', 'reveal', 'revivalism']","['revis', 'reveal', 'reviv']","['revis', 'reveal', 'reviv']"
revel,"['revellings', 'revelations']","['revel', 'revel']","['revel', 'revel']"
revenu,['revenues'],['revenu'],['revenu']
reverdy,['reverdy'],['reverdi'],['reverdi']
reviv,['revivified'],['revivifi'],['revivifi']
revolt,['revolted'],['revolt'],['revolt']
rey,['rey'],['rey'],['rey']
reynold,['reynolds'],['reynold'],['reynold']
rhin,['rhine'],['rhine'],['rhine']
rib,['ribbing'],['rib'],['rib']
ribc,['ribcage'],['ribcag'],['ribcag']
rich,"['rich', 'richness']","['rich', 'rich']","['rich', 'rich']"
richardson,['richardsons'],['richardson'],['richardson']
rick,['rickety'],['ricketi'],['ricketi']
rickey,['rickeys'],['rickey'],['rickey']
rid,['ride'],['ride'],['ride']
riddl,['riddle'],['riddl'],['riddl']
ridpa,['ridpath'],['ridpath'],['ridpath']
rieg,['riegger'],['riegger'],['riegger']
riffl,['riffle'],['riffl'],['riffl']
right,['rightist'],['rightist'],['rightist']
ril,['rilly'],['rilli'],['rilli']
rim,['rims'],['rim'],['rim']
ringel,['ringel'],['ringel'],['ringel']
rio,['rio'],['rio'],['rio']
rit,"['ritualized', 'rite']","['ritual', 'rite']","['ritual', 'rite']"
riv,['rivals'],['rival'],['rival']
road,['roads'],['road'],['road']
roam,"['roamed', 'roaming', 'roam']","['roam', 'roam', 'roam']","['roam', 'roam', 'roam']"
roar,['roaring'],['roar'],['roar']
roast,['roast'],['roast'],['roast']
rob,['robs'],['rob'],['rob']
robbery,['robberies'],['robberi'],['robberi']
robertson,['robertson'],['robertson'],['robertson']
rocco,['rocco'],['rocco'],['rocco']
rock,"['rock', 'rockers']","['rock', 'rocker']","['rock', 'rocker']"
rocket,['rockets'],['rocket'],['rocket']
rocky,['rocky'],['rocki'],['rocki']
rod,"['rods', 'rodent']","['rod', 'rodent']","['rod', 'rodent']"
roebuck,['roebuck'],['roebuck'],['roebuck']
rol,['role'],['role'],['role']
rom,"['romance', 'romans']","['romanc', 'roman']","['romanc', 'roman']"
romagnos,['romagnosi'],['romagnosi'],['romagnosi']
roof,['roofs'],['roof'],['roof']
room,"['roommate', 'rooming']","['roommat', 'room']","['roommat', 'room']"
roost,['roost'],['roost'],['roost']
rop,['ropes'],['rope'],['rope']
rosell,['rosella'],['rosella'],['rosella']
rot,"['rotation', 'rotationally']","['rotat', 'rotat']","['rotat', 'rotate']"
rotenon,['rotenone'],['rotenon'],['rotenon']
rotograv,['rotogravures'],['rotogravur'],['rotogravur']
roulet,['roulette'],['roulett'],['roulett']
round,"['round', 'roundly']","['round', 'roundli']","['round', 'round']"
roundh,['roundhouse'],['roundhous'],['roundhous']
rousseau,['rousseau'],['rousseau'],['rousseau']
rov,['rove'],['rove'],['rove']
roy,['roys'],['roy'],['roy']
rub,"['rubbish', 'rubber']","['rubbish', 'rubber']","['rubbish', 'rubber']"
rud,"['rude', 'rudeness']","['rude', 'rude']","['rude', 'rude']"
rudkoeb,['rudkoebing'],['rudkoeb'],['rudkoeb']
ruff,['ruffian'],['ruffian'],['ruffian']
